datetime,sum_open_interest_last,sum_open_interest_value_last,sum_open_interest_mean,sum_open_interest_value_mean,count_toptrader_long_short_ratio_last,sum_toptrader_long_short_ratio_last,count_long_short_ratio_last,sum_taker_long_short_vol_ratio_last,observations
2025-01-01 00:00:00,5715580.0,3003034.0903368,5661615.787234043,2991265.630344051,3.55555556,1.831247,2.59922481,0.434994,47
2025-01-01 04:00:00,5650554.0,2987073.38108088,5709896.708333333,2992584.039555175,3.58439716,1.896362,2.61762392,3.083164,48
2025-01-01 08:00:00,5603832.0,2929122.9864,5623517.6875,2927281.1750127934,3.71014493,1.882928,2.68564555,0.545368,48
2025-01-01 12:00:00,5545244.0,2975023.406,5572281.583333333,2940907.052310566,3.45529574,1.901452,2.58754864,0.619485,48
2025-01-01 16:00:00,5587514.0,3050782.644,5573342.875,2998986.984451195,3.38934426,1.880071,2.55719844,0.552166,48
2025-01-01 20:00:00,5560813.0,3052881.94395773,5579796.9375,3059294.716704234,3.51743375,1.90757,2.59592796,1.496259,48
2025-01-02 00:00:00,5584805.0,3068850.3475,5593366.44680851,3086946.242639564,3.88955224,2.023027,2.75609756,0.197116,47
2025-01-02 04:00:00,5869890.0,3294815.7465288,5866314.5625,3286736.109577419,3.60674157,2.022222,2.60170807,0.245529,48
2025-01-02 08:00:00,5897869.0,3327577.6898,5877820.145833333,3311444.3969624364,3.76878613,2.061043,2.68853755,0.529751,48
2025-01-02 12:00:00,5819440.0,3282164.16,5827939.8125,3299330.803163288,3.79796512,2.091178,2.65962441,0.224395,48
2025-01-02 16:00:00,5798799.0,3262201.88132691,5790552.479166667,3270109.121055102,3.84210526,2.028864,2.7011041,3.601669,48
2025-01-02 20:00:00,5822166.0,3277167.4070982,5813944.583333333,3259624.599625739,3.86734694,1.990866,2.71540881,2.229201,48
2025-01-03 00:00:00,5821230.0,3280430.0578764,5821230.0,3280430.0578764,3.87007299,1.99052,2.72104019,1.97739,1
2025-01-03 04:00:00,5683708.0,3143090.524,5681647.708333333,3163899.318999836,3.88175182,1.996605,2.75098814,0.354623,48
2025-01-03 08:00:00,5648724.0,3246321.6828,5645050.5625,3176418.105845129,3.85217391,2.027412,2.73380727,0.680532,48
2025-01-03 12:00:00,5676630.0,3324234.528,5656246.020833333,3271251.523277173,3.87645349,1.958961,2.7873701,1.116294,48
2025-01-03 16:00:00,5810495.0,3446026.4347233,5784170.625,3417929.9847086426,3.79119318,1.907373,2.75019639,0.370027,48
2025-01-03 20:00:00,5752598.0,3391462.96189546,5813713.4375,3443901.386463667,4.08333333,1.915817,2.89354839,0.764978,48
2025-01-04 00:00:00,5815499.0,3489299.4,5737417.127659574,3400167.6868958827,4.12094395,1.918823,2.87962234,3.795045,47
2025-01-04 04:00:00,5992352.0,3603295.87683808,5912421.145833333,3554598.924558358,3.91595442,1.831887,2.81153846,0.303269,48
2025-01-04 08:00:00,5894767.0,3491470.4941,5927277.666666667,3510704.2815716737,4.01591896,1.902933,2.8625,1.305189,48
2025-01-04 12:00:00,5855483.0,3435137.60527628,5898760.458333333,3513742.4503806657,4.19277108,1.914405,2.95980707,0.636474,48
2025-01-04 16:00:00,5960125.0,3523625.9,5916180.1875,3494102.889693881,4.33281734,1.85079,3.02593193,1.083822,48
2025-01-04 20:00:00,6798306.0,4123852.4196,6551142.291666667,3947510.176759189,3.59893758,1.633868,2.59800428,0.504234,48
2025-01-05 00:00:00,6808964.0,4124012.73409456,6808964.0,4124012.73409456,3.58488064,1.63518,2.58463727,0.271095,1
2025-01-05 04:00:00,7199990.0,4490633.763,6942274.5,4236068.074098001,3.45324675,1.745296,2.58764368,2.506849,48
2025-01-05 08:00:00,7855587.0,4888578.1380633,7811086.979166667,4876272.9333498,3.03150525,1.71945,2.25321337,0.813424,48
2025-01-05 12:00:00,7687123.0,4769308.03981106,7791550.916666667,4832682.645857703,2.93585338,1.725275,2.27852998,0.627758,48
2025-01-05 16:00:00,7480278.0,4622497.18350732,7580382.583333333,4671825.082388545,2.85909091,1.665581,2.21460602,0.623607,48
2025-01-05 20:00:00,7295159.0,4549809.0188409,7390633.229166667,4598829.917815339,2.77379619,1.706018,2.18426104,0.952292,48
2025-01-06 00:00:00,6686847.0,4149188.5635,7037175.319148936,4363608.649726321,3.18898623,1.710218,2.37862069,0.821149,47
2025-01-06 04:00:00,6704107.0,4206877.02105608,6693129.375,4155645.1247915328,3.15037594,1.714118,2.32010944,1.43487,48
2025-01-06 08:00:00,7049282.0,4460181.8785967,7096506.375,4437826.042696315,2.81613286,1.726602,2.08442408,3.823352,48
2025-01-06 12:00:00,6800523.0,4358273.5487306705,6927540.729166667,4392767.79766876,2.87637699,1.782323,2.13405552,1.192348,48
2025-01-06 16:00:00,6780932.0,4372057.84893912,6789510.520833333,4359308.957649416,2.85854859,1.765176,2.12984364,2.328384,48
2025-01-06 20:00:00,6695124.0,4274167.1616,6757313.520833333,4314220.252448245,2.76218787,1.748656,2.10094213,0.701305,48
2025-01-07 00:00:00,6609810.0,4161558.188373,6626204.659574468,4199463.748138208,2.9425,1.791911,2.14709945,2.361754,47
2025-01-07 04:00:00,6438113.0,4040268.32980562,6501027.041666667,4083311.4525392293,2.92403487,1.824087,2.16573816,0.625043,48
2025-01-07 08:00:00,6226260.0,3904935.6876696,6349848.604166667,4002392.6536640483,2.95118899,1.854697,2.20777385,1.48909,48
2025-01-07 12:00:00,6195224.0,3710338.73488992,6253155.729166667,3898483.9809393487,3.16781293,1.751446,2.27963526,0.554355,48
2025-01-07 16:00:00,6163934.0,3584344.07870378,6141947.041666667,3643493.7970903222,2.96547145,1.747255,2.21584906,0.499455,48
2025-01-07 20:00:00,6191166.0,3544442.535,6193607.833333333,3580612.3746231818,3.024,1.724829,2.24114544,3.206942,48
2025-01-08 00:00:00,6359479.0,3594116.1562131,6277199.680851064,3597631.609996866,2.71829268,1.594771,2.10250896,0.971852,47
2025-01-08 04:00:00,6070576.0,3359865.12604752,6087777.3125,3375269.346766872,2.95144357,1.503494,2.26743295,2.659315,48
2025-01-08 08:00:00,6061373.0,3330054.74239723,6078839.875,3367831.8107293937,2.92529489,1.486037,2.26625861,0.959406,48
2025-01-08 12:00:00,6265162.0,3553107.88322814,6083872.645833333,3378788.1309208125,2.73677737,1.573028,2.1697147,0.334079,48
2025-01-08 16:00:00,6184443.0,3479994.7343202,5683678.166666667,3207267.2380168526,2.71709717,1.681471,2.13692644,0.518133,48
2025-01-08 20:00:00,5943634.0,3475837.1632,6090775.4375,3462032.4734530468,2.72582619,1.818287,2.16960352,3.406406,48
2025-01-09 00:00:00,6540179.0,4055874.47917028,6305573.70212766,3867965.8820101446,2.06896552,1.672459,1.63788301,0.661396,47
2025-01-09 04:00:00,6615479.0,3932902.2655,6470736.354166667,3961216.979946231,2.27329843,1.688862,1.73498233,0.630019,48
2025-01-09 08:00:00,6872052.0,4237338.94335972,6700291.458333333,4106674.1324353144,2.26727642,1.78274,1.77421237,1.751652,48
2025-01-09 12:00:00,6815640.0,4156856.791308,6823944.270833333,4122418.296393976,2.46330778,1.887433,1.92197253,0.640897,48
2025-01-09 16:00:00,6711567.0,4003449.7155,6833328.166666667,4174875.0307851136,2.53583241,1.861788,1.93229814,1.647556,48
2025-01-09 20:00:00,6687088.0,4173529.04606528,6651784.770833333,4024190.8100654786,2.47916667,1.789622,1.94468614,2.50931,48
2025-01-10 00:00:00,6818066.0,4126363.63291848,6807929.787234043,4102676.0087439,2.54960981,1.789485,1.96251588,1.593709,47
2025-01-10 04:00:00,6977897.0,4310682.886125591,6870379.375,4180870.840939967,2.43379978,1.687436,1.89116915,0.36359,48
2025-01-10 08:00:00,7127702.0,4562839.4195865,6943947.645833333,4338997.224549928,2.29846154,1.696131,1.83983203,1.267983,48
2025-01-10 12:00:00,7086711.0,4380296.0691,7172745.8125,4492969.179349952,2.42017738,1.680956,1.93051948,0.407209,48
2025-01-10 16:00:00,7060688.0,4538039.7428096,7083177.9375,4400930.701324018,2.29692471,1.725202,1.88432364,0.98658,48
2025-01-10 20:00:00,7084524.0,4383194.9988,7060543.520833333,4425608.446941928,2.375,1.743223,1.87076136,0.284589,48
2025-01-11 00:00:00,7169195.0,4369624.3525,7108237.893617021,4395476.39697084,2.42809365,1.816096,1.86209108,0.677175,47
2025-01-11 04:00:00,7037906.0,4250191.4334,7149694.041666667,4336796.020475289,2.50570776,1.837027,1.96808511,1.14228,48
2025-01-11 08:00:00,6845516.0,4086773.052,6924111.666666667,4160578.643274616,2.61411765,1.720756,2.00333556,0.77462,48
2025-01-11 12:00:00,6709141.0,3991267.9809,6821900.645833333,4091189.6908046766,2.56716418,1.707962,2.00596026,0.806714,48
2025-01-11 16:00:00,6539094.0,3868884.58719582,6635255.625,3952023.333887052,2.42700329,1.651634,1.96221498,3.777608,48
2025-01-11 20:00:00,6574073.0,4038453.0439,6563947.8125,4048286.5173445907,2.10171198,1.751636,1.71132765,0.671062,48
2025-01-12 00:00:00,7055888.0,4581388.0784,6591734.14893617,4171909.3005881063,1.94165171,1.523514,1.4850784,1.354652,47
2025-01-12 04:00:00,7048244.0,4468367.21368184,7143944.166666667,4561250.01053294,2.02578269,1.49808,1.64008621,1.238859,48
2025-01-12 08:00:00,7474180.0,4687731.4026508,7270626.979166667,4590770.476971076,2.05748175,1.488226,1.5912044,0.362278,48
2025-01-12 12:00:00,7406276.0,4699029.9383022,7424032.729166667,4676309.344555471,1.94755556,1.452775,1.5738204,1.480242,48
2025-01-12 16:00:00,8210296.0,5260336.6472,7943159.729166667,5134931.862611019,1.71644162,1.409811,1.44449438,1.456474,48
2025-01-12 20:00:00,7841777.0,4946592.9316,7901874.125,4966141.220807069,2.00735971,1.379477,1.65358451,4.293217,48
2025-01-13 00:00:00,7418531.0,4514917.9666,7715799.14893617,4828083.941008922,2.04866412,1.302832,1.72685974,1.109205,47
2025-01-13 04:00:00,7440252.0,4317115.15431552,7492872.3125,4460112.543340769,2.28678038,1.242599,1.91446541,0.55396,48
2025-01-13 08:00:00,7579341.0,4156255.9385424,7588808.0,4271640.196506416,2.32017544,1.205525,1.871877,1.144352,48
2025-01-13 12:00:00,7171128.0,4038779.2896,7433905.854166667,4094462.1732820584,2.55569155,1.179045,2.04061625,1.184953,48
2025-01-13 16:00:00,7288365.0,3951751.503,7233324.395833333,3932869.487319318,2.40846682,1.183959,1.96210106,0.773594,48
2025-01-13 20:00:00,6849223.0,3871180.8396,6982715.625,3930443.9815628356,2.29346622,1.288798,1.86593264,0.590984,48
2025-01-14 00:00:00,6700936.0,3734431.6328,6813056.361702127,3809587.9478059392,2.23225806,1.342978,1.85041375,1.766006,47
2025-01-14 04:00:00,6740056.0,3767017.2984,6688369.104166667,3747152.5962923653,2.20042872,1.37659,1.80928482,1.180267,48
2025-01-14 08:00:00,7383923.0,4516007.3068,6817650.291666667,4018394.822685014,1.728,1.433792,1.39763982,0.884288,48
