datetime,sum_open_interest_last,sum_open_interest_value_last,sum_open_interest_mean,sum_open_interest_value_mean,count_toptrader_long_short_ratio_last,sum_toptrader_long_short_ratio_last,count_long_short_ratio_last,sum_taker_long_short_vol_ratio_last,observations
2025-01-01 00:00:00,7521447.1,16720176.9033,7532402.791489362,16821274.02207036,2.25381008,1.392267,2.15775502,0.886471,47
2025-01-01 04:00:00,7639024.5,16688212.9227,7508774.616666667,16603868.304657483,2.24869565,1.398645,2.14860335,1.390419,48
2025-01-01 08:00:00,7792907.7,16904375.38284,7773462.95625,16803658.72204082,2.252331,1.362201,2.16654107,1.559403,48
2025-01-01 12:00:00,7719540.0,17200679.028,7736965.039583333,17059708.450729303,2.05204873,1.308161,1.90788555,0.491197,48
2025-01-01 16:00:00,7714508.5,18053123.57532319,7642923.891666667,17354337.294117,1.89331897,1.383579,1.69608166,0.875165,48
2025-01-01 20:00:00,7867267.3,18524213.772471674,7797241.818750001,18272910.256864484,1.8873465,1.404862,1.67522757,0.434876,48
2025-01-02 00:00:00,7865132.4,18520027.26228,7865132.4,18520027.26228,1.88580576,1.403898,1.676863,0.90663,1
2025-01-02 04:00:00,7987105.4,18937477.7812614,8108813.05,19382882.178795498,2.20826162,2.119114,1.84822647,0.71195,48
2025-01-02 08:00:00,7957195.6,19337576.74712,7966188.741666667,19108315.16369277,2.12199217,2.164364,1.86646279,0.762365,48
2025-01-02 12:00:00,7876600.1,19007811.36132,7947736.35625,19271226.75148011,2.06913997,2.184638,1.83854167,0.639673,48
2025-01-02 16:00:00,7691939.6,18542856.9524397,7762907.837499999,18758738.70243032,2.1957672,2.224671,1.90618337,0.718191,48
2025-01-02 20:00:00,7668676.0,18498890.36752752,7675314.527083334,18451453.74577151,2.24865189,2.210438,1.93357401,1.390399,48
2025-01-03 00:00:00,7757456.9,18943650.715552993,7654212.0063829785,18666801.622665744,2.15746659,2.256277,1.84696385,2.106301,47
2025-01-03 04:00:00,7722464.6,18494534.64067088,7734626.595833334,18661003.402235318,2.0962507,2.241521,1.7959322,0.867594,48
