datetime,sum_open_interest_last,sum_open_interest_value_last,sum_open_interest_mean,sum_open_interest_value_mean,count_toptrader_long_short_ratio_last,sum_toptrader_long_short_ratio_last,count_long_short_ratio_last,sum_taker_long_short_vol_ratio_last,observations
2025-01-01 00:00:00,5744886.0,25739786.2167327,5756368.042553191,25953243.61147142,2.54024145,1.837394,2.35455405,0.350488,47
2025-01-01 04:00:00,5697989.0,25415461.873047072,5693706.5,25376335.632601812,2.49950495,1.782857,2.3484375,1.570485,48
2025-01-01 08:00:00,5728035.0,25432475.4,5685133.520833333,25103570.027936887,2.44121916,1.736667,2.29849831,0.611185,48
2025-01-01 12:00:00,5764953.0,26017022.29526691,5761717.25,25811611.950510204,2.48190382,1.721698,2.34581498,1.264739,48
2025-01-01 16:00:00,5761440.0,26456532.48,5750771.979166667,26085854.074153755,2.53164557,1.80991,2.35700698,0.59513,48
2025-01-01 20:00:00,5740826.0,26367613.818,5760977.354166667,26545661.804084614,2.56345957,1.829085,2.3718561,0.785123,48
2025-01-02 00:00:00,5741201.0,26377872.2106468,5741201.0,26377872.2106468,2.56849666,1.830021,2.37587747,0.673999,1
2025-01-02 04:00:00,6124763.0,29181786.528582208,6093864.0625,28894979.360607192,2.83260154,1.829271,2.47082097,1.399272,48
2025-01-02 08:00:00,6133572.0,29841046.45942068,6135277.958333333,29614653.805466622,2.86910112,1.841315,2.46886447,0.558848,48
2025-01-02 12:00:00,6184012.0,30023378.26,6185911.854166667,30132098.74142239,2.93435201,1.865257,2.4620462,0.943126,48
2025-01-02 16:00:00,6171441.0,29910115.66867116,6168061.375,29962493.779645007,3.004662,1.842442,2.47322624,2.191423,48
2025-01-02 20:00:00,6164449.0,29670410.80016712,6164139.375,29609798.254130315,3.02653302,1.85552,2.4864682,0.728861,48
2025-01-03 00:00:00,6194245.0,30141196.17,6210349.787234043,29983403.54918852,3.17226891,1.946754,2.55711354,2.36463,47
2025-01-03 04:00:00,6106210.0,29064031.5820096,6154153.041666667,29572915.78198113,3.18594791,1.955731,2.54683196,2.793601,48
2025-01-03 08:00:00,6193145.0,30434222.9790921,6153612.8125,29735582.372696813,3.3054341,1.989205,2.68473609,1.596979,48
2025-01-03 12:00:00,6281251.0,31858936.154256128,6240828.625,31045971.51942991,3.36690186,2.066172,2.69194485,0.746517,48
2025-01-03 16:00:00,6186915.0,31695295.795506,6231427.833333333,31892131.31595668,3.33588273,2.033829,2.69060573,2.905896,48
2025-01-03 20:00:00,6184233.0,31539588.3,6180155.333333333,31584287.446712866,3.35485934,2.059711,2.69536903,0.58856,48
2025-01-04 00:00:00,6181117.0,31604051.221,6181117.0,31604051.221,3.3514377,2.068404,2.67674586,4.309893,1
