datetime,sum_open_interest_last,sum_open_interest_value_last,sum_open_interest_mean,sum_open_interest_value_mean,count_toptrader_long_short_ratio_last,sum_toptrader_long_short_ratio_last,count_long_short_ratio_last,sum_taker_long_short_vol_ratio_last,observations
2025-01-01 00:00:00,7203391.0,95625194.8894359,7175354.957446809,95487897.42024271,2.19292499,2.762357,1.99725159,0.268564,47
2025-01-01 04:00:00,7182945.0,95227035.47837864,7204837.958333333,95233928.54253002,2.16472492,2.756318,1.98073298,1.404964,48
2025-01-01 08:00:00,7187200.0,94968039.52928,7180676.458333333,94328363.99426489,2.20096154,2.729982,2.01468763,0.708575,48
2025-01-01 12:00:00,7198182.0,96635035.77882227,7181496.854166667,95690029.47126748,2.19501134,2.749615,2.02774301,0.544786,48
2025-01-01 16:00:00,7196535.0,97757731.44,7173165.25,96453047.97826141,2.16742523,2.69365,1.97808391,0.695068,48
2025-01-01 20:00:00,7133278.0,97098180.136,7161365.1875,97391986.18538767,2.30964641,2.786163,2.05239327,0.951298,48
2025-01-02 00:00:00,7170615.0,99401607.25642979,7134040.29787234,98800061.76882464,2.39384289,2.950601,2.0507423,2.177971,47
2025-01-02 04:00:00,7303396.0,102919456.432,7247583.6875,101809828.58693445,2.35314685,2.926698,2.0058734,1.222971,48
2025-01-02 08:00:00,7273864.0,104104527.10383336,7308547.479166667,104252879.74839915,2.3125,2.73349,2.00309461,0.582731,48
2025-01-02 12:00:00,7271278.0,103793251.16827646,7279145.479166667,104590147.57427895,2.39572773,2.715372,2.05592841,0.358364,48
2025-01-02 16:00:00,7236289.0,103866757.9184476,7244268.895833333,104109282.99659383,2.43603801,2.718501,2.07404103,0.897709,48
2025-01-02 20:00:00,7234560.0,103802365.9187712,7243335.270833333,103533290.01510538,2.5033532,2.787608,2.12757761,1.193949,48
2025-01-03 00:00:00,7188980.0,103212185.86,7227128.978723404,103067483.60558186,2.66756341,2.855257,2.18685121,0.945868,47
2025-01-03 04:00:00,7162103.0,100874656.10471588,7174046.8125,101907375.00140406,2.66230266,2.869683,2.18030513,1.605297,48
2025-01-03 08:00:00,7192519.0,104366459.39262287,7165544.9375,102335196.33448704,2.75711423,2.86452,2.20201053,0.488857,48
2025-01-03 12:00:00,7138777.0,106746132.481,7173018.6875,104643252.96122576,2.80092772,2.880673,2.44550441,0.525322,48
2025-01-03 16:00:00,7152547.0,108374378.55656464,7135971.5,107565380.5671019,2.70087753,2.807498,2.2917723,0.965283,48
2025-01-03 20:00:00,7192571.0,109244297.16718404,7189585.4375,109117861.1261567,2.64025535,2.762284,2.23967131,1.054806,48
2025-01-04 00:00:00,7195786.0,109443873.54893564,7195786.0,109443873.54893564,2.63899324,2.762332,2.23881279,2.729673,1
2025-01-04 04:00:00,7274646.0,109046787.93532206,7238962.8125,108327861.43508232,3.08333333,3.186962,2.55818966,0.318873,48
2025-01-04 08:00:00,7326899.0,109600335.79944783,7279138.604166667,108226503.75013681,3.01932939,3.155856,2.45625872,2.836739,48
2025-01-04 12:00:00,7222470.0,110311432.6452996,7293851.1875,111057363.91289423,2.89362534,3.19313,2.33171409,1.715136,48
2025-01-04 16:00:00,7192136.0,110164940.04747504,7207623.291666667,109832655.63526459,2.77886423,3.104304,2.26986607,2.29931,48
2025-01-04 20:00:00,7167872.0,109525084.16,7176910.6875,109902690.06511503,2.95643642,3.186426,2.37574644,0.644543,48
2025-01-05 00:00:00,7167734.0,109484038.74033318,7167734.0,109484038.74033318,2.90427619,3.186799,2.30612245,0.590503,1
2025-01-05 04:00:00,7153363.0,108007874.04407343,7159845.458333333,108281244.03244281,3.07020343,2.93318,2.36946256,1.498061,48
2025-01-05 08:00:00,7115676.0,107001764.87781732,7125238.9375,106876098.53865498,3.02006294,2.98226,2.42012927,0.680515,48
2025-01-05 12:00:00,7104485.0,107146023.18572944,7091416.145833333,106579413.14695765,2.95792754,2.966264,2.41695382,3.463529,48
2025-01-05 16:00:00,7089227.0,107523619.47187082,7101260.145833333,107315543.05223788,3.09797571,3.025186,2.49716848,1.597777,48
2025-01-05 20:00:00,7121924.0,107932758.22,7094207.354166667,107965631.03484493,3.03807615,2.973383,2.44665419,3.025699,48
2025-01-06 00:00:00,7264761.0,111361521.369,7146739.255319149,108796087.4862926,3.01139489,2.923034,2.43688204,1.232951,47
2025-01-06 04:00:00,7244290.0,110003218.5244732,7256732.25,111795491.30962382,2.97986577,2.998129,2.3667052,0.554358,48
2025-01-06 08:00:00,7177804.0,107954172.16,7232534.520833333,108856873.25845511,3.06124853,2.960673,2.45663148,0.312854,48
2025-01-06 12:00:00,7151916.0,109810518.264,7197876.645833333,108372204.5996526,2.83812812,2.96625,2.29192125,1.064199,48
2025-01-06 16:00:00,7076915.0,107394651.8544924,7111158.375,108131918.01425344,2.89340491,2.928411,2.33016089,1.066111,48
2025-01-06 20:00:00,7047437.0,106097150.5822491,7052581.895833333,106286870.07616949,2.82919488,3.034536,2.28482143,0.60562,48
2025-01-07 00:00:00,7045298.0,105623107.616,7046156.489361702,105752108.22676758,2.83290203,3.055525,2.28875247,1.739445,47
2025-01-07 04:00:00,7071639.0,105343018.07598963,7062674.104166667,105477616.63022888,2.83664459,3.04413,2.30752406,0.960504,48
2025-01-07 08:00:00,7024495.0,103761258.69411606,7072094.333333333,105405223.13125515,2.87752054,3.073215,2.31323172,1.095737,48
2025-01-07 12:00:00,7083849.0,100107935.90638325,7041796.0,103377489.36618261,2.80521361,3.103411,2.31427324,1.285622,48
2025-01-07 16:00:00,7037798.0,95955446.31552483,7071396.354166667,98569457.24676232,2.6356079,3.184782,2.19898606,0.701136,48
2025-01-07 20:00:00,6998003.0,94661997.1479845,7023824.541666667,95634727.54996495,2.63633218,3.169672,2.19426281,0.693775,48
2025-01-08 00:00:00,6997645.0,94165614.42521615,6977975.382978723,95215245.05140239,2.30675039,3.101523,2.10334909,0.798094,47
2025-01-08 04:00:00,7119961.0,94672057.41150573,7067316.0625,94041966.46665186,2.279924,3.065856,2.02068966,2.872178,48
2025-01-08 08:00:00,7065963.0,93954248.90700544,7069783.4375,94330911.5110683,2.37242731,3.055164,2.10072539,0.666859,48
2025-01-08 12:00:00,7041933.0,93045060.729,7050832.4375,93567844.40087886,2.38494272,3.174333,2.14303665,0.747512,48
2025-01-08 16:00:00,7074897.0,91513792.695,6484038.3125,84192013.18091722,2.6814707,3.275246,2.27804215,0.621975,48
2025-01-08 20:00:00,7123696.0,93448644.128,7075376.520833333,91862275.86699235,2.62053097,3.159658,2.23290693,1.41153,48
