datetime,sum_open_interest_last,sum_open_interest_value_last,sum_open_interest_mean,sum_open_interest_value_mean,count_toptrader_long_short_ratio_last,sum_toptrader_long_short_ratio_last,count_long_short_ratio_last,sum_taker_long_short_vol_ratio_last,observations
2025-01-01 00:00:00,66022234.8,60092350.068530485,66304683.431914896,60225940.20475976,1.85746102,1.474073,1.97523462,0.228816,47
2025-01-01 04:00:00,65744576.0,59883651.51523136,65972438.99166667,59814784.69380053,1.83274399,1.464182,1.98515219,3.379719,48
2025-01-01 08:00:00,66251974.6,58301869.48942945,66109395.581250004,58096580.5610606,2.06838906,1.442674,2.23087177,1.089964,48
2025-01-01 12:00:00,65257626.7,60754850.4577,65664660.00833333,59265416.28562394,1.81367144,1.52256,1.83358624,1.738497,48
2025-01-01 16:00:00,65213844.2,62833638.01174318,65048666.074999996,61540722.96305725,1.68467204,1.594493,1.72208855,0.378631,48
2025-01-01 20:00:00,66658647.5,63767566.63605908,66018370.947916664,63745054.84181267,1.67346221,1.630377,1.65918753,1.148575,48
2025-01-02 00:00:00,66189054.5,66777945.798682496,66502653.12553192,65246153.95205256,1.62461748,1.629748,1.58901907,0.584839,47
2025-01-02 04:00:00,67691040.6,68841788.2902,66615814.78541666,67162204.54012337,1.69047619,1.55224,1.65594406,0.536486,48
2025-01-02 08:00:00,68311369.6,69289456.57172868,68047762.88958333,69539800.91618572,1.70758377,1.522085,1.65607003,0.691213,48
2025-01-02 12:00:00,68214670.1,69427993.52272148,68328805.88333334,69579347.13953693,1.74228284,1.516853,1.70088454,0.516949,48
2025-01-02 16:00:00,67944546.1,69753015.89186178,67901614.26041667,69540132.55488531,1.84112505,1.520823,1.75138521,3.01383,48
2025-01-02 20:00:00,67768754.9,68384562.79890081,67941821.74791667,68811440.58667497,2.00195618,1.534841,1.97617256,2.550922,48
2025-01-03 00:00:00,67612746.3,67808058.56410934,67486827.89361702,67489225.41995218,2.11696141,1.624621,2.11557272,3.426675,47
2025-01-03 04:00:00,67906700.5,66344846.3885,67904558.70208333,66775778.86008511,2.19184168,1.619487,2.22276091,0.543112,48
2025-01-03 08:00:00,67323804.1,67275767.89253661,67447022.59791666,66674437.33028418,2.21457327,1.633856,2.22006141,1.205144,48
2025-01-03 12:00:00,67110131.5,71270959.653,66584724.48333333,68446933.45590897,2.01251009,1.686428,1.86853503,1.669358,48
2025-01-03 16:00:00,66614378.4,71876914.2936,66829597.981249996,71671533.89827771,2.11635611,1.676766,1.95174194,1.315845,48
2025-01-03 20:00:00,66719689.1,72295859.17379674,66373086.574999996,72429461.1648375,2.1420742,1.645167,1.96176008,1.275561,48
2025-01-04 00:00:00,66711522.0,72386649.16173774,66711522.0,72386649.16173774,2.14678511,1.646148,1.96457623,1.778683,1
2025-01-04 04:00:00,66644392.3,70606389.4262444,66619588.08541667,70805256.32442714,2.45434495,1.91197,2.1796938,0.260834,48
2025-01-04 08:00:00,65745725.2,70392606.10138866,66063163.51458333,69756229.20495681,2.26978114,1.865416,2.09024326,2.022179,48
2025-01-04 12:00:00,66827111.5,70696671.23738046,66452049.5,72124272.1890456,2.35946872,1.804746,2.16311868,2.5932,48
2025-01-04 16:00:00,66367380.4,70338720.8202367,66537168.00208333,70428345.74129887,2.47877462,1.774766,2.29681112,1.873788,48
2025-01-04 20:00:00,66544384.7,69719432.89784344,66512866.197916664,70218255.47963864,2.48387097,1.801687,2.2937365,0.829391,48
2025-01-05 00:00:00,66563970.2,69722708.82338543,66563970.2,69722708.82338543,2.48647469,1.799607,2.30927835,0.951641,1
2025-01-05 04:00:00,66886053.3,69534599.212247,66965868.13958333,69676747.24863444,2.59846084,1.808159,2.4369725,0.590088,48
2025-01-05 08:00:00,67443455.7,69393361.33259624,67204361.35416667,69390037.56485187,2.43455724,1.838935,2.31169851,0.594618,48
2025-01-05 12:00:00,67378786.5,69298641.25798629,67342408.30624999,69422750.39169775,2.43784707,1.880765,2.35376486,1.21395,48
2025-01-05 16:00:00,67355213.6,69592444.63536158,67503565.25,69541554.65662488,2.25343573,1.879331,2.19452124,1.9403,48
2025-01-05 20:00:00,67457933.1,69339738.25259894,67186153.78750001,69610600.67325015,2.32872697,1.84645,2.13641026,1.705751,48
2025-01-06 00:00:00,67195267.1,69983203.4356477,67069633.48297872,69187799.94887899,2.29481908,1.667069,2.09822785,2.302743,47
2025-01-06 04:00:00,68114222.6,69572866.88042776,68197262.85416667,70844101.71270622,2.36862084,1.615178,2.17394716,0.617609,48
2025-01-06 08:00:00,70239842.7,70158745.88481386,69343792.67083333,69176429.83004601,2.45950483,1.622535,2.40967657,0.534738,48
2025-01-06 12:00:00,68409674.2,70291538.82514925,69769254.80416666,69711072.18298574,2.24243663,1.655611,2.09576894,1.269873,48
2025-01-06 16:00:00,67928216.0,68064072.432,67802030.58333333,68536659.73531742,2.31780709,1.649098,2.19606339,0.393671,48
2025-01-06 20:00:00,66746061.6,66479077.3536,67226503.53333333,66686173.05878069,2.31863149,1.648256,2.21296296,4.595999,48
2025-01-07 00:00:00,66653828.5,66425703.105805606,66653828.5,66425703.105805606,2.30785039,1.641519,2.21549949,0.993622,1
2025-01-07 04:00:00,66467567.8,65537021.8508,66462200.74166667,65756312.45539575,2.64091112,1.593491,2.52104097,0.498591,48
2025-01-07 08:00:00,66077892.8,64492023.3728,66397597.975,65367638.78836453,2.79694019,1.564969,2.58554489,1.069891,48
2025-01-07 12:00:00,65377642.6,61062718.1884,66183624.175000004,64079760.17665731,2.73878505,1.570639,2.41272523,0.885565,48
2025-01-07 16:00:00,65434551.2,59623107.823855825,65409866.37708333,60603948.52908409,2.53438458,1.536802,2.33742834,0.517425,48
2025-01-07 20:00:00,64937960.5,57989598.7265,65035753.14166667,58961088.6912237,2.51045296,1.562588,2.32126327,0.922007,48
2025-01-08 00:00:00,64926917.3,57914810.2316,64926917.3,57914810.2316,2.50195737,1.562886,2.30769231,0.36624,1
2025-01-08 04:00:00,66423086.8,57860017.73361919,65776093.12291667,57503543.35823337,2.32427915,1.445528,2.28924701,2.026049,48
2025-01-08 08:00:00,65766837.8,56335979.80175724,65778633.51458333,57099499.52212537,2.26311475,1.439465,2.2407709,1.688738,48
2025-01-08 12:00:00,65298701.5,55112104.066,65397123.81875,55797752.579256475,2.38020391,1.417912,2.38196211,1.178182,48
2025-01-08 16:00:00,64437786.6,55416496.476,59290542.35,49668595.37370155,2.21978947,1.307225,2.20497597,0.664866,48
2025-01-08 20:00:00,64879982.4,55667024.8992,64574776.43958333,55160081.902069114,2.19463918,1.243912,2.1813915,3.458153,48
2025-01-09 00:00:00,64961308.4,55040901.34289958,64820759.5319149,56078078.81544476,2.24658668,1.258018,2.25324309,0.408788,47
2025-01-09 04:00:00,64769576.2,53204981.32340524,64899396.21875,54564361.76402602,2.35131636,1.313637,2.31184971,0.753575,48
2025-01-09 08:00:00,64648119.4,53470148.59828568,64990118.10833333,54246768.10362488,2.35545852,1.318156,2.34824561,1.218321,48
2025-01-09 12:00:00,64284738.3,54577742.8167,64900607.0625,53010951.225572854,2.24524221,1.334578,2.23411662,1.117668,48
2025-01-09 16:00:00,63541030.4,50769283.2896,63713203.30625,52365570.38897681,2.43391971,1.356266,2.4563253,0.503161,48
