event_time_utc,symbol,oi_notional,d6h_pct,d6h_rolling_pctl,r6h_mark,severity,severity_code,funding_time_utc,funding_value,funding_rolling_pctl,a2_overlap,regime
2024-04-12T18:00:00Z,SOLUSDT,861723867.168,-0.12406093422628395,0.009034766697163769,-0.11632756841941995,Mild,0,2024-04-12T16:00:00Z,0.00025596,0.8611872146118722,0,bull
2024-04-13T19:00:00Z,ETHUSDT,2326473358.359787,-0.09451457506985617,0.006290027447392497,-0.05955112491017151,Medium,1,2024-04-13T16:00:00Z,0.0001,0.6337899543378995,0,bull
2024-04-13T19:00:00Z,SOLUSDT,686360961.2322491,-0.13217043014686436,0.007891125343092406,-0.12312837160178956,Mild,0,2024-04-13T16:00:00Z,0.0001,0.5789954337899543,0,bull
2024-04-15T18:00:00Z,SOLUSDT,634268700.8854011,-0.13319332544989315,0.008234217749313814,-0.10659196434872233,Mild,0,2024-04-15T16:00:00Z,6.37e-05,0.3278538812785388,0,bull
2024-05-01T10:00:00Z,ETHUSDT,1977665653.5677245,-0.08340763243197835,0.008234217749313814,-0.038078906109922574,Mild,0,2024-05-01T08:00:00Z,4.89e-05,0.28584474885844746,0,bull
2024-05-23T15:00:00Z,BTCUSDT,5010124982.596193,-0.08822551198930761,0.00994967978042086,-0.023018196097392123,Mild,0,2024-05-23T08:00:00Z,0.0001,0.6232876712328768,0,bull
2024-06-07T18:00:00Z,SOLUSDT,744661188.31104,-0.11689264467930027,0.009720951509606588,-0.06114979501430853,Mild,0,2024-06-07T16:00:00Z,0.0001698,0.8164383561643835,0,bull
2024-07-05T03:00:00Z,ETHUSDT,2978885595.3545923,-0.11450516475145578,0.003545288197621226,-0.0795005633516928,Medium,1,2024-07-05T00:00:00Z,0.0001,0.589041095890411,0,bear
2024-07-10T00:00:00Z,BTCUSDT,0.0,-1.0,0.00011436413540713633,-0.007231517689349507,Severe,2,2024-07-09T16:00:00Z,0.0001,0.5899543378995433,0,bear
2024-07-11T07:00:00Z,BTCUSDT,0.0,-1.0,0.00040032025620496394,-0.001593190963349685,Severe,2,2024-07-11T00:00:00Z,0.0001,0.589041095890411,0,bear
2024-07-11T18:00:00Z,SOLUSDT,0.0,-1.0,0.00011436413540713633,-0.03564530199795834,Severe,2,2024-07-11T16:00:00Z,-1.433e-05,0.14337899543378996,0,bull
2024-07-12T21:00:00Z,BTCUSDT,0.0,-1.0,0.0006862632963513668,-0.01053692251373735,Severe,2,2024-07-12T16:00:00Z,4.037e-05,0.21187214611872146,0,bear
2024-07-14T17:00:00Z,BTCUSDT,0.0,-1.0,0.0012009607686148918,-0.0016451154567967909,Severe,2,2024-07-14T16:00:00Z,8.342e-05,0.34337899543378997,0,bull
2024-07-29T19:00:00Z,BTCUSDT,5831095547.375095,-0.09699070055836079,0.009836440581036257,-0.02897421158011371,Mild,0,2024-07-29T16:00:00Z,0.0001,0.5881278538812785,0,bull
2024-08-01T18:00:00Z,SOLUSDT,833519325.9366622,-0.1167345128775491,0.008462946020128087,-0.06683096115296248,Mild,0,2024-08-01T16:00:00Z,0.0001,0.5666666666666667,0,bull
2024-08-05T01:00:00Z,BTCUSDT,4405982697.4808,-0.15141915465260625,0.004689465858401007,-0.08569477675663278,Medium,1,2024-08-05T00:00:00Z,0.0001,0.589041095890411,0,bear
2024-08-05T01:00:00Z,SOLUSDT,593916048.9175524,-0.1704051871379173,0.003087831655992681,-0.08108219232374288,Severe,2,2024-08-05T00:00:00Z,6.211e-05,0.28858447488584477,0,bear
2024-08-07T18:00:00Z,SOLUSDT,693132459.1005429,-0.13940535598004578,0.005946935041171089,-0.0650297854764662,Medium,1,2024-08-07T16:00:00Z,1.745e-05,0.1908675799086758,0,bear
2024-08-27T21:00:00Z,ETHUSDT,2045120111.816312,-0.10386534383558732,0.004917657822506862,-0.03535102972013033,Medium,1,2024-08-27T16:00:00Z,7.429e-05,0.32146118721461187,0,bear
2024-10-02T19:00:00Z,SOLUSDT,685063390.262,-0.1370834842309856,0.0057182067703568165,-0.042369818025848764,Medium,1,2024-10-02T16:00:00Z,7.012e-05,0.3004566210045662,0,bear
2024-12-05T23:00:00Z,ETHUSDT,5713988060.328689,-0.08160416579310459,0.007319304666056725,-0.034813748889190144,Mild,0,2024-12-05T16:00:00Z,0.00031177,0.9123287671232877,0,bull
2024-12-09T22:00:00Z,ETHUSDT,5680985798.223021,-0.08807180106564905,0.006404391582799634,-0.03537688185838609,Medium,1,2024-12-09T16:00:00Z,0.00013421,0.7780821917808219,0,bull
2024-12-09T22:00:00Z,SOLUSDT,1584379104.2221122,-0.11251355085027803,0.007662397072278134,-0.03077861302598947,Mild,0,2024-12-09T16:00:00Z,0.00012595,0.7561643835616438,0,bull
