event_id,symbol,day,ok,status,quote_volume
P0RES018-00150,OMNIUSDT,2024-04-21,True,200,146919508.54449996
P0RES018-00150,OMNIUSDT,2024-04-23,True,200,104948344.92790005
P0RES018-00151,REZUSDT,2024-05-02,True,200,154607597.88309997
P0RES018-00151,REZUSDT,2024-05-03,True,200,299975914.55079997
P0RES018-00151,REZUSDT,2024-05-05,True,200,166220363.27760002
P0RES018-00151,REZUSDT,2024-05-06,True,200,139672486.40189996
P0RES018-00151,REZUSDT,2024-05-01,True,200,338196068.22389996
P0RES018-00152,BBUSDT,2024-05-13,True,200,276867508.3588
P0RES018-00152,BBUSDT,2024-05-15,True,200,305583512.3305
P0RES018-00151,REZUSDT,2024-05-04,True,200,395470750.78169996
P0RES018-00152,BBUSDT,2024-05-14,True,200,416723949.3124
P0RES018-00152,BBUSDT,2024-05-16,True,200,239897649.14979994
P0RES018-00152,BBUSDT,2024-05-17,True,200,157318157.55819997
P0RES018-00152,BBUSDT,2024-05-18,True,200,133194652.36379999
P0RES018-00153,NOTUSDT,2024-05-16,True,200,651822600.8781259
