symbol,direction,side,signal_time,entry_time,exit_time,raw_entry_price,entry_price,raw_exit_price,exit_price,exit_reason,quantity,final_quantity,initial_notional,entry_equity,nominal_pct,gross_pnl,net_pnl,entry_fee,exit_fee,total_fees,entry_slippage_cost,exit_slippage_cost,total_slippage_cost,funding_cost,expectancy_r,holding_bars,holding_days
BTC,1,LONG,2020-07-19 00:00:00,2020-07-19 04:00:00,2020-07-19 08:00:00,9154.86733412,9164.022201454118,9155.4191377,9146.2637185623,ADX_EXIT,1.8187064915689588,1.8187064915689588,16666.666666666664,100000.0,0.16666666666666663,1.0035687530196036,-67.26360600285847,16.666666666666664,16.6343691985509,33.301035865217564,16.65001665001399,16.651020218769556,33.30103686878354,1.6651020218769672,-0.004035816360171508,1,0.16666666666666666
ETH,1,LONG,2020-07-19 00:00:00,2020-07-19 04:00:00,2020-07-19 12:00:00,235.01175799,235.24613063095418,233.78556147,233.55177590853,ADX_EXIT,70.95348683254147,70.95348683254147,16691.53323212974,100000.0,0.1669153323212974,-86.95761635602393,-155.14519240989182,16.69153323212974,16.57131285664256,33.2628460887723,16.67485837375458,16.58790075739999,33.26275913115457,1.6619708339410282,-0.009294843694241996,2,0.3333333333333333
BTC,1,LONG,2020-07-21 20:00:00,2020-07-22 00:00:00,2020-08-06 08:00:00,9389.57143181,9787.247105330749,11639.09540197,11627.45630656803,ADX_EXIT,2.096735137994097,0.968294247541608,20209.039943860327,99777.59120158725,0.2025408681497499,3719.9555748289863,3335.2217516002142,20.209039943860343,23.884897860928966,44.093937804789306,20.18885109276646,23.908806667596657,44.09765776036312,296.54222766361954,0.16503613040823753,92,15.333333333333334
ETH,1,LONG,2020-07-22 00:00:00,2020-07-22 04:00:00,2020-08-09 04:00:00,244.4766609,296.51252706527714,395.37,394.97463,ADX_EXIT,88.40337848563235,34.54508797393035,23826.217067407306,99693.09772996063,0.23899565376076026,8050.011735566481,7446.530839562829,23.82621706740729,31.82057396193271,55.646791029339994,23.80241465275215,31.8524263883216,55.65484104107375,492.1792639332384,0.3125351715925224,108,18.0
XRP,1,LONG,2020-07-26 00:00:00,2020-07-26 04:00:00,2020-08-07 00:00:00,0.2206,0.23615878200835508,0.30354023,0.30323668977,ADX_EXIT,96536.86660375439,37351.14435249241,21969.0510393349,103802.77188404008,0.21164223883998895,5318.062608947288,4855.205373651514,21.969051039334893,27.237901377802437,49.20695241713733,21.947103935398022,27.265166544347704,49.212270479745726,364.4380123988916,0.22100205261294265,71,11.833333333333334
LTC,1,LONG,2020-07-28 00:00:00,2020-07-28 04:00:00,2020-08-04 20:00:00,53.6,54.35040937079567,57.39,57.33261,ADX_EXIT,373.6222263166821,190.84318740113926,20206.46661908933,106952.83512821035,0.18892876093342179,1566.3929215693645,1188.0028889897644,20.206466619089337,21.73092058705963,41.93738720614897,20.186280338748922,21.752673260319614,41.93895359906854,294.5136917743826,0.058793202759528554,46,7.666666666666667
BTC,1,LONG,2020-08-12 00:00:00,2020-08-12 04:00:00,2020-08-15 16:00:00,11382.82795835,11397.807035183192,11860.96349974,11849.102536240262,ADX_EXIT,1.729104976345593,1.518782491212754,19707.64453341292,116602.55205539161,0.16901555056917517,800.0907407325329,680.6923907770488,19.70764453341292,20.467559270251048,40.17520380366397,19.687956576833614,20.488047317567418,40.176003894401035,39.04714225741921,0.03453951027089934,21,3.5
LTC,1,LONG,2020-08-12 08:00:00,2020-08-12 12:00:00,2020-08-25 00:00:00,54.51035896,57.57659379446804,62.11,62.04789,ADX_EXIT,495.15899649602824,233.0639073142221,28072.09753044515,116700.07908208312,0.24054908746634293,2308.518492474419,1798.2861658569775,28.072097530445145,30.32221939747315,58.3943169279183,28.044053476965082,30.352571969442018,58.3966254464071,393.44138424311615,0.06405955821101984,75,12.5
ETH,1,LONG,2020-08-12 16:00:00,2020-08-12 20:00:00,2020-08-17 08:00:00,387.3,388.9130728780058,424.01,423.58599,ADX_EXIT,51.90793758282379,39.689175557856366,20174.860245946995,116829.26204206255,0.17268670445494513,1877.734470232543,1578.9368804582587,20.17486024594699,22.010407570628495,42.18526781657549,20.154705540405622,22.032440010639643,42.18714555104526,214.42517640666352,0.07826259320807227,27,4.5
XRP,1,LONG,2020-08-13 12:00:00,2020-08-13 16:00:00,2020-08-16 04:00:00,0.27774291,0.278268908749298,0.3001,0.29979989999999995,ADX_EXIT,70795.04977001954,58831.008155135256,19697.386758058634,116919.73016554663,0.16846931420530228,1534.240990561146,1327.9790737267294,19.69738675805863,21.1907380895312,40.888124847589836,19.677709049008865,21.211950039572283,40.88965908858115,124.48413289824578,0.06741904852852747,15,2.5
