symbol,datetime,bar_index,period,close,ref_high,future_ret_6,future_ret_12,future_ret_24
ETH,2019-10-21 08:00:00,1756,2019-2020,176.2,177.44,-0.01342685504820872,-0.05782632730319707,-0.06240685604482938
BTC,2019-10-21 12:00:00,1757,2019-2020,8191.25,8297.0,0.0023241702106147027,-0.09808588873926784,0.00874056958733555
BTC,2019-10-25 12:00:00,1781,2019-2020,8263.16,8297.99,0.10701915803507497,0.14226400972951062,0.12250559524408175
ETH,2019-11-27 12:00:00,1979,2019-2020,150.65,151.5,0.021928399664011364,0.04039442220821027,-0.008398929522084474
BTC,2019-11-27 20:00:00,1981,2019-2020,7508.52,7654.33,-0.011928054119097921,0.030321967295195425,-0.015790215056288543
ETH,2019-11-27 20:00:00,1981,2019-2020,152.62,155.49,-0.012527361033434208,0.012695896302739918,-0.012461015039049337
ETH,2019-11-29 08:00:00,1990,2019-2020,153.58,155.54,-0.005288081524766086,-0.04154663518313461,-0.04501425721976227
BTC,2019-11-29 16:00:00,1992,2019-2020,7711.93,7830.0,-0.027012490509862166,-0.046927321692051036,-0.05202428171002228
ETH,2019-11-29 16:00:00,1992,2019-2020,154.24,157.26,-0.024148155025166006,-0.026408944604369784,-0.043191240877873106
BTC,2019-12-04 12:00:00,2021,2019-2020,7466.66,7477.29,-0.017519100559300834,-0.012338315879352255,0.010569844206775656
ETH,2019-12-08 16:00:00,2046,2019-2020,150.42,151.5,-0.02075641267899399,-0.03690455693545086,-0.03628393146299058
BTC,2019-12-09 12:00:00,2051,2019-2020,7424.0,7619.62,-0.025907891421518992,-0.03425461637380861,-0.023298682891682868
ETH,2019-12-22 20:00:00,2131,2019-2020,132.09,132.5,-0.033016966492337776,-0.033408279351958406,-0.05054050274980878
ETH,2019-12-29 12:00:00,2171,2019-2020,131.99,132.26,-0.01035726264239138,-0.01727079455794235,-0.018350541693540126
BTC,2019-12-29 20:00:00,2173,2019-2020,7388.24,7480.0,-0.01943995444746896,-0.026471240448443248,-0.058890006621194806
ETH,2019-12-29 20:00:00,2173,2019-2020,134.36,134.95,-0.020831736582042883,-0.03947081885401771,-0.054840733280698946
BTC,2020-01-03 12:00:00,2201,2019-2020,7320.18,7371.92,-0.0001625775235374282,0.020048546220397978,0.05893873634154148
ETH,2020-01-03 12:00:00,2201,2019-2020,132.53,133.68,0.005493072241803703,0.035067902587901066,0.05111218691486301
BTC,2020-01-03 16:00:00,2202,2019-2020,7343.08,7380.0,-0.0011241383642201137,0.013668772556313227,0.094852253706188
ETH,2020-01-03 16:00:00,2202,2019-2020,133.49,133.95,0.0017214928842568887,0.03300970155230108,0.07014585101827388
ETH,2020-01-03 20:00:00,2203,2019-2020,134.35,134.9,-0.0011171105239188646,0.007563435136194637,0.060996714843984
BTC,2020-01-05 04:00:00,2211,2019-2020,7463.63,7482.87,0.005915240397885352,0.05471358638091552,0.06310991163665972
ETH,2020-01-05 04:00:00,2211,2019-2020,136.02,136.2,0.02073630996379609,0.04913319212957411,0.02834036382012927
ETH,2020-01-06 04:00:00,2217,2019-2020,138.87,139.67,0.028396882165777845,0.03321482256811757,-0.016261701360892465
BTC,2020-01-06 08:00:00,2218,2019-2020,7544.72,7580.0,0.04539939943074722,0.09931194997136332,0.03860639149494688
BTC,2020-01-06 12:00:00,2219,2019-2020,7519.99,7582.27,0.03200884600273271,0.09940972518155104,0.07016727182394
ETH,2020-01-06 12:00:00,2219,2019-2020,140.2,143.06,-0.005148752793039321,0.008664211575605062,0.016342198084631072
BTC,2020-03-02 12:00:00,2554,2019-2020,8829.21,8860.0,-0.008667901674634937,-0.014742517229185738,0.01931457790454028
