symbol,datetime,bar_index,period,close,ref_low,future_ret_6,future_ret_12,future_ret_24
ETH,2020-05-04 00:00:00,2929,2019-2020,203.6,202.07,0.011961573108458835,0.015546500889302433,0.044571341993066
BTC,2020-05-04 04:00:00,2930,2019-2020,8648.41,8573.98,0.041353511660439594,0.04186705086069983,0.12604105560849227
ETH,2020-05-11 16:00:00,2975,2019-2020,187.2,179.59,0.012211460478989323,0.049908789394127774,0.03959046727100856
BTC,2020-05-21 08:00:00,3033,2019-2020,9389.97,9326.0,-0.024141112239956568,-0.023459476833961615,-0.07031300730942289
BTC,2020-05-21 16:00:00,3035,2019-2020,9065.53,8949.74,0.01186356554388558,0.012654643619649573,-0.01528018308112222
ETH,2020-05-21 16:00:00,3035,2019-2020,198.57,196.6,0.04471228727782146,0.04225321036179169,0.030306101137950032
BTC,2020-05-25 00:00:00,3055,2019-2020,8786.57,8700.0,0.01324924004384687,0.004806012156052841,0.08030277359834373
ETH,2020-05-26 16:00:00,3065,2019-2020,199.3,197.12,0.03548918518233836,0.07424415383462932,0.17375511488897297
BTC,2020-06-02 12:00:00,3106,2019-2020,9468.81,9381.41,0.009510217199665435,0.037373637976482625,0.019127718049849262
BTC,2020-06-15 04:00:00,3182,2019-2020,9123.3,9122.0,0.040890651529985354,0.041827703481883756,0.019131205181556612
ETH,2020-06-15 04:00:00,3182,2019-2020,224.56,224.07,0.036766757857583,0.04467633114843866,0.016824188589873484
BTC,2020-08-02 04:00:00,3470,2019-2020,11323.78,10831.0,-0.011249230007070518,-0.00282459832944853,0.026554902087055254
ETH,2020-08-07 12:00:00,3502,2019-2020,385.49,380.77,0.012810278924952753,0.0030305015746527227,-0.008361927931724645
BTC,2020-08-11 12:00:00,3526,2019-2020,11480.79,11450.0,0.00872947634069402,0.0016527008966680371,0.031820582116745065
BTC,2020-08-11 16:00:00,3527,2019-2020,11387.05,11372.0,0.015850633496381227,0.010406668441017208,0.038762767032748356
