symbol,direction,side,signal_time,entry_time,exit_time,raw_entry_price,entry_price,raw_exit_price,exit_price,exit_reason,quantity,final_quantity,initial_notional,entry_equity,nominal_pct,gross_pnl,net_pnl,entry_fee,exit_fee,total_fees,entry_slippage_cost,exit_slippage_cost,total_slippage_cost,funding_cost,expectancy_r,holding_bars,holding_days
BTC,1,LONG,2019-04-01 04:00:00,2019-04-01 08:00:00,2019-09-20 08:00:00,4128.85,4132.9788499999995,10157.25,10147.09275,FLIP,8.065207818165664,8.065207818165664,33333.33333333333,100000.0,0.33333333333333326,48620.29881102988,48447.49257306266,16.666666666666664,40.91920588947606,57.585872556142725,33.30003330002643,81.92033211106484,115.22036541109127,0.0,1.45342477719188,1029,171.5
ETH,1,LONG,2019-04-01 04:00:00,2019-04-01 08:00:00,2019-08-12 16:00:00,142.45,142.59244999999999,212.05,211.83795,FLIP,233.76646753270128,233.76646753270128,33333.33333333333,100000.0,0.33333333333333326,16270.146140276014,16145.848956238571,16.666666666666664,24.7603046304345,41.42697129710116,33.30003330003251,49.57017944031047,82.87021274034298,0.0,0.4843754686871572,798,133.0
ETH,-1,SHORT,2019-08-12 12:00:00,2019-08-12 16:00:00,2019-08-12 20:00:00,212.05,211.83795,212.57,212.78256999999996,FLIP,274.9573720278907,274.9573720278907,58246.40602777571,174739.21808332714,0.3333333333333333,-142.97783345449818,-318.1065039091327,29.123203013887856,29.253068130270343,58.376271144158196,58.30471073851559,58.44768857196077,116.75239931047636,0.0,-0.0054613928240901015,1,0.16666666666666666
ETH,1,LONG,2019-08-12 16:00:00,2019-08-12 20:00:00,2019-08-13 08:00:00,212.57,212.78256999999996,210.1,209.88989999999998,FLIP,273.8208580083031,273.8208580083031,58264.30588661181,174792.91765983542,0.3333333333333333,-676.3375192805084,-849.9416505308174,29.132152943305904,28.736116252638464,57.868269195944364,58.20609978681707,57.52976226754757,115.73586205436465,0.0,-0.014587690312228025,3,0.5
ETH,-1,SHORT,2019-08-13 04:00:00,2019-08-13 08:00:00,2019-11-13 00:00:00,210.1,209.88989999999998,187.09,187.27709,FLIP,275.20550067271563,275.20550067271563,57762.855015646215,173288.56504693866,0.3333333333333333,6332.478570479185,6168.5184275001775,28.88142750782311,25.769842658989614,54.65127016681272,57.82067569134066,51.48819712085384,109.3088728121945,0.0,0.10679040061003411,549,91.5
BTC,-1,SHORT,2019-09-20 04:00:00,2019-09-20 08:00:00,2019-10-26 04:00:00,10157.25,10147.09275,9554.05,9563.604049999998,FLIP,5.300240749476138,5.300240749476138,53782.03448226388,161346.10344679165,0.3333333333333333,3197.10522008401,3040.3948654089018,26.89101724113194,25.344701948832512,52.235719189964456,53.835870352617576,50.63876513252626,104.47463548514384,0.0,0.056531793463699416,215,35.833333333333336
BTC,1,LONG,2019-10-26 00:00:00,2019-10-26 04:00:00,2019-10-26 12:00:00,9554.05,9563.604049999998,9224.13,9214.905869999999,FLIP,6.0319301798992315,6.0319301798992315,57686.991897801505,173060.97569340453,0.3333333333333333,-1990.0544049523548,-2159.9584059779236,28.843495948900753,27.79183441109179,56.635330359992544,57.62936253525916,55.639308130317,113.26867066557617,0.0,-0.0374427290264071,2,0.3333333333333333
BTC,-1,SHORT,2019-10-26 08:00:00,2019-10-26 12:00:00,2019-10-27 16:00:00,9224.13,9214.905869999999,9523.98,9533.503979999998,FLIP,6.2252547335876445,6.2252547335876445,57365.13638678206,172095.4091603462,0.3333333333333333,-1866.6426318662575,-2041.7112059725478,28.68256819339103,29.674245389585817,58.35681358297685,57.422558945731,59.28920157758234,116.71176052331333,0.0,-0.035591499202693326,7,1.1666666666666667
BTC,1,LONG,2019-10-27 12:00:00,2019-10-27 16:00:00,2019-10-28 08:00:00,9523.98,9533.503979999998,9426.18,9416.75382,FLIP,5.9240804457730745,5.9240804457730745,56477.24450761777,169431.73352285332,0.3333333333333333,-579.3750675966023,-747.7687657345339,28.238622253808884,27.892803583860452,56.13142583766934,56.4208236839227,55.84144861633953,112.26227230026223,0.0,-0.013240177920395413,4,0.6666666666666666
BTC,-1,SHORT,2019-10-28 04:00:00,2019-10-28 08:00:00,2020-01-14 04:00:00,9426.18,9416.75382,8461.83,8470.291829999998,FLIP,5.98080023071728,5.98080023071728,56319.72341926383,168959.1702577915,0.3333333333333333,5767.584702492212,5746.297449319206,28.159861709631915,25.329561665553342,53.489423375185254,56.37609951878492,50.60851481628067,106.98461433506559,-139.18678453724425,0.10202993019943914,467,77.83333333333333
