symbol,signal_time,entry_time,exit_time,entry_price,exit_price,exit_reason,initial_quantity,initial_notional,entry_equity,entry_fee,total_fees,funding_cost,gross_pnl,net_pnl,net_return_on_entry_equity,trade_return_on_notional,expectancy_r,holding_bars,holding_hours
BTC,2020-02-17 12:00:00,2020-02-17 16:00:00,2020-02-21 16:00:00,9640.087635,9676.999080000001,TIME_T24,1.0240688341517024,9872.113305494691,98721.1330549469,3.9488453221978768,7.912810588574956,26.01201969375999,37.79986044800627,3.875030165671326,3.92522861697154e-05,0.00039252286169715397,0.00039252286169715397,24,96
BTC,2020-02-24 16:00:00,2020-02-24 20:00:00,2020-02-28 16:00:00,9605.940569999999,8572.921395,TIME_T24,1.0270475727874573,9865.757946759062,98657.57946759062,3.946303178703625,7.46822242287659,29.652033833149666,-1060.959836326651,-1098.0800925826773,-0.011130215220244691,-0.11130215220244691,-0.11130215220244691,24,96
ETH,2020-02-25 04:00:00,2020-02-25 08:00:00,2020-02-29 04:00:00,257.75881499999997,229.06541,TIME_T24,38.23711805481461,9855.954238824117,98559.54238824116,3.942381695529647,7.445902145307452,36.37187260630736,-1097.153114379606,-1140.9708891312207,-0.011576462932800168,-0.11576462932800166,-0.11576462932800166,24,96
ETH,2020-04-20 20:00:00,2020-04-21 00:00:00,2020-04-24 20:00:00,170.295105,187.496205,TIME_T24,56.61849674767616,9641.85284858767,96418.5284858767,3.8567411394350684,8.103042448632717,11.245565824023439,973.9004244064522,954.5518161337961,0.009900086955523472,0.09900086955523471,0.09900086955523471,24,96
ETH,2020-05-04 00:00:00,2020-05-04 04:00:00,2020-05-08 00:00:00,203.7018,212.77356,TIME_T24,47.80177705941259,9737.308030201051,97373.08030201051,3.8949232120804207,7.96330492378344,29.099743931839225,433.64624905649737,396.5832002008747,0.004072821759061537,0.040728217590615366,0.040728217590615366,24,96
BTC,2020-05-04 04:00:00,2020-05-04 08:00:00,2020-05-08 04:00:00,8652.744209999999,9805.23493,TIME_T24,1.1228663507061505,9715.875314676472,97158.75314676472,3.886350125870589,8.29033747133682,14.7120949298921,1294.0930489891057,1271.0906165878766,0.013082615569055423,0.13082615569055422,0.13082615569055422,24,96
ETH,2020-05-11 16:00:00,2020-05-11 20:00:00,2020-05-15 16:00:00,187.39365,194.66262,TIME_T24,52.851713021652145,9904.075411879925,99040.75411879925,3.9616301647519703,8.07693133606514,10.32652230930926,384.1775164029986,365.7740627576242,0.003693167181652098,0.036931671816520975,0.036931671816520975,24,96
BTC,2020-05-21 08:00:00,2020-05-21 12:00:00,2020-05-25 08:00:00,9394.664985,8748.033795000001,TIME_T24,1.0581167965039138,9940.652818155688,99406.52818155687,3.9762611272622754,7.678837725211626,3.8960910131937863,-684.2113232823117,-695.7862520207171,-0.00699940199852798,-0.06999401998527979,-0.06999401998527979,24,96
ETH,2020-05-21 16:00:00,2020-05-21 20:00:00,2020-05-25 16:00:00,198.709305,204.57766,TIME_T24,49.84850805180293,9905.362390260665,99053.62390260665,3.9621449561042663,8.041301408795867,11.608320251644807,292.5287414683384,272.8791198078977,0.0027548625588519914,0.027548625588519914,0.027548625588519914,24,96
ETH,2020-05-26 16:00:00,2020-05-26 20:00:00,2020-05-30 16:00:00,199.39965,237.00144000000003,TIME_T24,49.640819855673804,9898.362104934407,98983.62104934407,3.9593448419737634,8.665323157403877,12.842973631420216,1866.5836836408778,1845.075386852054,0.018640209029454177,0.18640209029454177,0.18640209029454177,24,96
BTC,2020-06-02 12:00:00,2020-06-02 16:00:00,2020-06-06 12:00:00,9472.81404,9646.844165,TIME_T24,1.0644006734475717,10082.869643619611,100828.69643619611,4.033147857447845,8.140390827795756,11.170713733810423,185.2377822501663,165.92667768856012,0.0016456295038343343,0.01645629503834334,0.01645629503834334,24,96
BTC,2020-06-15 04:00:00,2020-06-15 08:00:00,2020-06-19 04:00:00,9127.861649999999,9294.87024,TIME_T24,1.1064434035750825,10099.462311388468,100994.62311388468,4.039784924555388,8.153484070209124,-2.1223258851414717,184.7855527458769,178.75439456080926,0.0017699397160900363,0.01769939716090036,0.01769939716090036,24,96
ETH,2020-06-15 04:00:00,2020-06-15 08:00:00,2020-06-19 04:00:00,224.702295,228.255815,TIME_T24,44.94596867107418,10099.462311388468,100994.62311388468,4.039784924555388,8.143456408547591,11.482616292211347,159.71639859203646,140.09032589127753,0.0013871067743211174,0.013871067743211172,0.013871067743211172,24,96
BTC,2020-08-02 04:00:00,2020-08-02 08:00:00,2020-08-06 04:00:00,11331.612975,11622.695745,TIME_T24,0.8940780810097935,10131.346783433677,101313.46783433677,4.052538713373471,8.209177716513587,33.5915061779569,260.25072441661587,218.4500405221454,0.0021561796786913373,0.021561796786913372,0.021561796786913372,24,96
ETH,2020-08-07 12:00:00,2020-08-07 16:00:00,2020-08-11 12:00:00,385.662735,382.08886,TIME_T24,26.32660837061661,10153.191787485895,101531.91787485895,4.061276714994358,8.084918226992503,49.99169046036345,-94.0880074905371,-152.16461617789307,-0.0014986875000769747,-0.014986875000769747,-0.014986875000769747,24,96
