symbol,signal_time,entry_time,exit_time,entry_price,sweep_low,exit_price,exit_reason,initial_quantity,initial_notional,risk_budget,nominal_risk,entry_equity,entry_fee,total_fees,funding_cost,gross_pnl,net_pnl,net_return_on_entry_equity,expectancy_r,holding_bars,holding_hours,holding_window
BTC,2019-07-22 16:00:00,2019-07-22 20:00:00,2019-07-23 04:00:00,10168.831875,10100.0,10094.95,STOP,4.81209489569415,48933.38396085947,331.22551434855706,68.83187499999985,100000.0,19.57335358434379,39.00449653125885,4.977188247375625,-355.52659357180903,-399.5082783504435,-0.0039950827835044354,-1.2061518845738157,3,12,24
ETH,2019-07-22 16:00:00,2019-07-22 20:00:00,2019-07-23 04:00:00,213.636765,212.25,212.143875,STOP,238.84761610551016,51026.63203274309,331.22551434855706,1.386764999999997,100000.0,20.410652813097236,40.67867633915137,5.197085278839796,-356.5732176077523,-402.44897922574347,-0.004024489792257435,-1.215030128392332,3,12,24
BTC,2019-08-13 16:00:00,2019-08-13 20:00:00,2019-08-14 00:00:00,10941.74814,10788.45,10783.055775,STOP,6.47092278761011,70803.20737541653,991.9804274242383,153.29813999999897,99198.04274242382,28.321282950166616,56.23181148397394,7.049009145764048,-1026.8860408982343,-1090.1668615279723,-0.010989802131063046,-1.0989802131063044,2,8,24
BTC,2019-08-14 08:00:00,2019-08-14 12:00:00,2019-08-14 16:00:00,10559.99736,10410.0,10404.795,STOP,6.540640173993478,69069.14297008107,981.0787588089584,149.9973599999994,98107.87588089584,27.62765718803243,54.849265259699024,6.876861782137613,-1015.1227909145939,-1076.8489179564306,-0.010976171976893458,-1.0976171976893458,2,8,24
BTC,2019-08-16 04:00:00,2019-08-16 08:00:00,2019-08-20 04:00:00,9942.538784999999,9750.0,10803.33563,TIME,5.039557456589331,50105.99547137537,970.3102696293942,192.53878499999882,97031.02696293942,20.04239818855015,41.820010440631634,57.84667113572469,4338.035158828325,4238.368477251968,0.04368054847931059,4.3680548479310595,24,96,24
BTC,2019-08-21 16:00:00,2019-08-21 20:00:00,2019-08-22 00:00:00,10112.19357,9858.0,9853.071,STOP,3.983947959037344,40286.45293459205,1012.6939544019141,254.19356999999945,101269.39544019141,16.11458117383682,31.81623001411684,4.040049914196508,-1032.3308338920094,-1068.1871138203228,-0.010547975616692433,-1.0547975616692433,2,8,24
BTC,2019-10-30 08:00:00,2019-10-30 12:00:00,2019-10-30 12:00:00,9100.778115,9018.0,9013.491,STOP,11.005778033829534,100161.14386882355,911.0375597488058,82.77811499999916,100201.20832637108,40.06445754752942,79.7446500498975,0.0,-960.6626129033434,-1040.407262953241,-0.010383180805210163,-1.142002601122291,1,4,24
BTC,2019-10-30 12:00:00,2019-10-30 16:00:00,2019-10-31 08:00:00,9098.26686,9001.01,8996.509495,STOP,10.195764192203855,92763.783462303,991.6080106341784,97.2568599999995,99160.80106341784,37.1055133849212,73.7960291304984,18.607310433828804,-1037.4940983600125,-1129.8974379243398,-0.011394597722155543,-1.1394597722155542,5,20,24
BTC,2019-10-31 08:00:00,2019-10-31 12:00:00,2019-11-04 08:00:00,9114.084765,8913.0,9255.5699,TIME,4.875103473179268,44432.106292701756,980.3090362549351,201.0847649999996,98030.9036254935,17.772842517080704,35.821586903378105,53.81557985083623,689.7546730417416,600.1175062875272,0.006121717581836747,0.6121717581836746,24,96,24
BTC,2019-11-07 20:00:00,2019-11-08 00:00:00,2019-11-08 08:00:00,9218.607,9101.0,9096.4495,STOP,8.386492396862524,77311.77751516365,986.3102113178106,117.60699999999997,98631.02113178105,30.92471100606546,61.439632834143026,7.66896088037176,-1024.4729449697284,-1093.5815386842432,-0.011087602319589772,-1.1087602319589769,3,12,24
