symbol,signal_time,entry_time,raw_entry_open,sweep_low,ref_low,btc_sigma,vol_percentile,vol_scalar,vol_history_count,atr14
ETH,2021-08-25 08:00:00,2021-08-25 12:00:00,3139.69,3080.0,3126.42,0.015221146936230329,0.617725573945542,1.0,5619,66.87000000000002
ETH,2021-08-26 04:00:00,2021-08-26 08:00:00,3105.16,3061.01,3080.0,0.01483390154240519,0.5960170697012802,1.0,5624,76.70928571428567
BTC,2021-08-26 12:00:00,2021-08-26 16:00:00,46800.0,46250.0,46560.01,0.014725114619514174,0.586029150373267,1.0,5626,965.8778571428567
ETH,2021-08-26 12:00:00,2021-08-26 16:00:00,3104.76,3053.3,3061.01,0.014725114619514174,0.586029150373267,1.0,5626,78.89928571428565
BTC,2021-08-31 00:00:00,2021-08-31 04:00:00,47150.68,46700.0,46853.0,0.013476479649964667,0.4562179373783832,1.0,5653,805.4149999999998
BTC,2021-09-01 00:00:00,2021-09-01 04:00:00,47043.65,46512.0,46700.0,0.013197545323071085,0.4354126170701537,1.0,5659,858.3328571428574
SOL,2021-09-07 12:00:00,2021-09-07 16:00:00,169.06,128.01,134.74,0.013595925524536047,0.4696384696384696,1.0,5698,12.797857142857143
ETH,2021-09-19 20:00:00,2021-09-20 00:00:00,3328.57,3277.74,3302.0,0.012106182275722941,0.36365211365211364,1.0,5772,77.78285714285714
SOL,2021-10-10 16:00:00,2021-10-10 20:00:00,153.47,152.0,152.38,0.015181676379489686,0.6211633033745972,1.0,5897,4.078571428571424
ETH,2021-10-11 00:00:00,2021-10-11 04:00:00,3518.15,3371.0,3405.0,0.015342001832690987,0.6373961688421766,1.0,5899,75.7257142857143
SOL,2021-10-11 00:00:00,2021-10-11 04:00:00,151.43,145.34,145.55,0.015342001832690987,0.6373961688421766,1.0,5899,4.13571428571428
SOL,2021-10-11 20:00:00,2021-10-12 00:00:00,144.79,140.24,141.32,0.01538018713183291,0.6397357723577236,1.0,5904,4.462142857142855
SOL,2021-10-12 08:00:00,2021-10-12 12:00:00,142.51,140.17,140.24,0.015398193500586348,0.6409344845099035,1.0,5907,4.739999999999997
SOL,2021-10-12 12:00:00,2021-10-12 16:00:00,143.53,137.61,140.17,0.015449297270117778,0.6443805010155721,1.0,5908,5.117857142857139
BTC,2021-10-12 20:00:00,2021-10-13 00:00:00,55996.91,53879.0,54080.0,0.01553214405236258,0.6499153976311337,1.0,5910,1316.879285714285
ETH,2021-10-17 20:00:00,2021-10-18 00:00:00,3847.0,3640.0,3720.04,0.015826418442692912,0.6602693602693602,0.5,5940,86.49857142857142
