,PORTFOLIO
2020-10-21 08:00:00,1.0310818431824442
2020-10-21 12:00:00,1.0369187238409383
2020-10-21 16:00:00,1.036713082881619
2020-10-21 20:00:00,1.036713082881619
2020-10-22 00:00:00,1.036713082881619
2020-10-22 04:00:00,1.036713082881619
2020-10-22 08:00:00,1.036713082881619
2020-10-22 12:00:00,1.036713082881619
2020-10-22 16:00:00,1.036713082881619
2020-10-22 20:00:00,1.036713082881619
2020-10-23 00:00:00,1.036713082881619
2020-10-23 04:00:00,1.036713082881619
2020-10-23 08:00:00,1.036713082881619
2020-10-23 12:00:00,1.036713082881619
2020-10-23 16:00:00,1.036713082881619
2020-10-23 20:00:00,1.036713082881619
2020-10-24 00:00:00,1.036713082881619
2020-10-24 04:00:00,1.036713082881619
2020-10-24 08:00:00,1.036713082881619
2020-10-24 12:00:00,1.036713082881619
2020-10-24 16:00:00,1.036713082881619
2020-10-24 20:00:00,1.036713082881619
2020-10-25 00:00:00,1.036713082881619
2020-10-25 04:00:00,1.036713082881619
2020-10-25 08:00:00,1.036713082881619
2020-10-25 12:00:00,1.036713082881619
2020-10-25 16:00:00,1.036713082881619
2020-10-25 20:00:00,1.036713082881619
2020-10-26 00:00:00,1.036713082881619
2020-10-26 04:00:00,1.036713082881619
2020-10-26 08:00:00,1.036713082881619
2020-10-26 12:00:00,1.036713082881619
2020-10-26 16:00:00,1.036713082881619
2020-10-26 20:00:00,1.036713082881619
2020-10-27 00:00:00,1.036713082881619
2020-10-27 04:00:00,1.036713082881619
2020-10-27 08:00:00,1.036713082881619
2020-10-27 12:00:00,1.036713082881619
2020-10-27 16:00:00,1.036713082881619
2020-10-27 20:00:00,1.036713082881619
2020-10-28 00:00:00,1.036713082881619
2020-10-28 04:00:00,1.036713082881619
2020-10-28 08:00:00,1.036713082881619
2020-10-28 12:00:00,1.036713082881619
2020-10-28 16:00:00,1.036713082881619
2020-10-28 20:00:00,1.036713082881619
2020-10-29 00:00:00,1.036713082881619
2020-10-29 04:00:00,1.036713082881619
2020-10-29 08:00:00,1.036713082881619
2020-10-29 12:00:00,1.036713082881619
2020-10-29 16:00:00,1.036713082881619
2020-10-29 20:00:00,1.036713082881619
2020-10-30 00:00:00,1.036713082881619
2020-10-30 04:00:00,1.036713082881619
2020-10-30 08:00:00,1.036713082881619
2020-10-30 12:00:00,1.036713082881619
2020-10-30 16:00:00,1.036713082881619
2020-10-30 20:00:00,1.036713082881619
2020-10-31 00:00:00,1.036713082881619
2020-10-31 04:00:00,1.036713082881619
2020-10-31 08:00:00,1.036713082881619
2020-10-31 12:00:00,1.036713082881619
2020-10-31 16:00:00,1.036713082881619
2020-10-31 20:00:00,1.036713082881619
2020-11-01 00:00:00,1.036713082881619
2020-11-01 04:00:00,1.036713082881619
2020-11-01 08:00:00,1.036713082881619
2020-11-01 12:00:00,1.036713082881619
2020-11-01 16:00:00,1.036713082881619
2020-11-01 20:00:00,1.036713082881619
2020-11-02 00:00:00,1.0385008967042124
2020-11-02 04:00:00,1.038477006514546
2020-11-02 08:00:00,1.0248601050692472
2020-11-02 12:00:00,1.0256567007094584
2020-11-02 16:00:00,1.026624687004472
2020-11-02 20:00:00,1.023698351174964
2020-11-03 00:00:00,1.0143902419479736
2020-11-03 04:00:00,1.0143902419479736
2020-11-03 08:00:00,1.0143902419479736
2020-11-03 12:00:00,1.0143902419479736
2020-11-03 16:00:00,1.0143902419479736
2020-11-03 20:00:00,1.0143902419479736
2020-11-04 00:00:00,1.0143902419479736
2020-11-04 04:00:00,1.0143902419479736
2020-11-04 08:00:00,1.0143902419479736
2020-11-04 12:00:00,1.0143902419479736
2020-11-04 16:00:00,1.0143902419479736
2020-11-04 20:00:00,1.01721207238976
2020-11-05 00:00:00,1.0189528813462896
2020-11-05 04:00:00,1.017216424731289
2020-11-05 08:00:00,1.017511136615745
2020-11-05 12:00:00,1.0265106569569498
2020-11-05 16:00:00,1.0255476077910286
2020-11-05 20:00:00,1.028374929275959
2020-11-06 00:00:00,1.0364742915281129
2020-11-06 04:00:00,1.03990529975642
2020-11-06 08:00:00,1.0430949165208299
2020-11-06 12:00:00,1.0396094807671628
2020-11-06 16:00:00,1.0418853906834917
2020-11-06 20:00:00,1.0471806693229349
2020-11-07 00:00:00,1.0471806693229349
2020-11-07 04:00:00,1.0471806693229349
2020-11-07 08:00:00,1.0471806693229349
2020-11-07 12:00:00,1.0471806693229349
2020-11-07 16:00:00,1.0471806693229349
2020-11-07 20:00:00,1.0471806693229349
2020-11-08 00:00:00,1.0471806693229349
2020-11-08 04:00:00,1.0471806693229349
2020-11-08 08:00:00,1.0471806693229349
2020-11-08 12:00:00,1.0471806693229349
2020-11-08 16:00:00,1.0471806693229349
2020-11-08 20:00:00,1.0471806693229349
2020-11-09 00:00:00,1.0471806693229349
2020-11-09 04:00:00,1.0471806693229349
2020-11-09 08:00:00,1.0471806693229349
2020-11-09 12:00:00,1.0471806693229349
2020-11-09 16:00:00,1.0471806693229349
2020-11-09 20:00:00,1.0471806693229349
2020-11-10 00:00:00,1.0471806693229349
2020-11-10 04:00:00,1.0471806693229349
2020-11-10 08:00:00,1.0471806693229349
2020-11-10 12:00:00,1.0471806693229349
2020-11-10 16:00:00,1.0471806693229349
2020-11-10 20:00:00,1.0471806693229349
2020-11-11 00:00:00,1.0471806693229349
2020-11-11 04:00:00,1.0471806693229349
2020-11-11 08:00:00,1.0471806693229349
2020-11-11 12:00:00,1.0471806693229349
2020-11-11 16:00:00,1.0471806693229349
2020-11-11 20:00:00,1.0471806693229349
2020-11-12 00:00:00,1.0471806693229349
2020-11-12 04:00:00,1.0471806693229349
2020-11-12 08:00:00,1.0471806693229349
2020-11-12 12:00:00,1.0471806693229349
2020-11-12 16:00:00,1.0471806693229349
2020-11-12 20:00:00,1.0471806693229349
2020-11-13 00:00:00,1.0471806693229349
2020-11-13 04:00:00,1.0471806693229349
2020-11-13 08:00:00,1.0471806693229349
2020-11-13 12:00:00,1.0471806693229349
2020-11-13 16:00:00,1.0471806693229349
2020-11-13 20:00:00,1.0471806693229349
2020-11-14 00:00:00,1.0471806693229349
2020-11-14 04:00:00,1.0471806693229349
2020-11-14 08:00:00,1.0471806693229349
2020-11-14 12:00:00,1.0471806693229349
2020-11-14 16:00:00,1.0471806693229349
2020-11-14 20:00:00,1.0471806693229349
2020-11-15 00:00:00,1.0471806693229349
2020-11-15 04:00:00,1.0471806693229349
2020-11-15 08:00:00,1.0471806693229349
2020-11-15 12:00:00,1.0471806693229349
2020-11-15 16:00:00,1.0471806693229349
2020-11-15 20:00:00,1.0471806693229349
2020-11-16 00:00:00,1.0471806693229349
2020-11-16 04:00:00,1.0471806693229349
2020-11-16 08:00:00,1.0471806693229349
2020-11-16 12:00:00,1.0471806693229349
2020-11-16 16:00:00,1.0471806693229349
2020-11-16 20:00:00,1.0471806693229349
2020-11-17 00:00:00,1.0471806693229349
2020-11-17 04:00:00,1.0471806693229349
2020-11-17 08:00:00,1.0471806693229349
2020-11-17 12:00:00,1.0471806693229349
2020-11-17 16:00:00,1.0552800983018595
2020-11-17 20:00:00,1.0544055486074242
2020-11-18 00:00:00,1.0588984120043716
2020-11-18 04:00:00,1.0501301200692816
2020-11-18 08:00:00,1.0525605323880576
2020-11-18 12:00:00,1.0473467604399933
2020-11-18 16:00:00,1.0464541150416509
2020-11-18 20:00:00,1.0508289190925781
2020-11-19 00:00:00,1.050439449685653
2020-11-19 04:00:00,1.0456892736593
2020-11-19 08:00:00,1.0470487022234183
2020-11-19 12:00:00,1.0487966088580751
2020-11-19 16:00:00,1.0473771681840243
2020-11-19 20:00:00,1.0449702216798709
2020-11-20 00:00:00,1.0558806883239502
2020-11-20 04:00:00,1.060109014363871
2020-11-20 08:00:00,1.0703820823324552
2020-11-20 12:00:00,1.070036777228476
2020-11-20 16:00:00,1.071768105524774
2020-11-20 20:00:00,1.0719362593041326
2020-11-21 00:00:00,1.071077939644712
2020-11-21 04:00:00,1.0719292712056667
2020-11-21 08:00:00,1.0716730930127925
2020-11-21 12:00:00,1.0815367349805
2020-11-21 16:00:00,1.0815367349805
2020-11-21 20:00:00,1.0815367349805
2020-11-22 00:00:00,1.0815367349805
2020-11-22 04:00:00,1.0815367349805
2020-11-22 08:00:00,1.0815367349805
2020-11-22 12:00:00,1.0815367349805
2020-11-22 16:00:00,1.0815367349805
2020-11-22 20:00:00,1.0815367349805
2020-11-23 00:00:00,1.0815367349805
2020-11-23 04:00:00,1.0815367349805
2020-11-23 08:00:00,1.0815367349805
2020-11-23 12:00:00,1.0815367349805
2020-11-23 16:00:00,1.0815367349805
2020-11-23 20:00:00,1.0815367349805
2020-11-24 00:00:00,1.0815367349805
2020-11-24 04:00:00,1.0815367349805
2020-11-24 08:00:00,1.0815367349805
2020-11-24 12:00:00,1.0815367349805
2020-11-24 16:00:00,1.0815367349805
2020-11-24 20:00:00,1.0815367349805
2020-11-25 00:00:00,1.0815367349805
2020-11-25 04:00:00,1.0815367349805
2020-11-25 08:00:00,1.0815367349805
2020-11-25 12:00:00,1.0815367349805
2020-11-25 16:00:00,1.0815367349805
2020-11-25 20:00:00,1.0815367349805
2020-11-26 00:00:00,1.0815367349805
2020-11-26 04:00:00,1.0815367349805
2020-11-26 08:00:00,1.0815367349805
2020-11-26 12:00:00,1.0815367349805
2020-11-26 16:00:00,1.0815367349805
2020-11-26 20:00:00,1.0815367349805
2020-11-27 00:00:00,1.0815367349805
2020-11-27 04:00:00,1.0815367349805
2020-11-27 08:00:00,1.0815367349805
2020-11-27 12:00:00,1.0815367349805
2020-11-27 16:00:00,1.0815367349805
2020-11-27 20:00:00,1.0815367349805
2020-11-28 00:00:00,1.0815367349805
2020-11-28 04:00:00,1.0815367349805
2020-11-28 08:00:00,1.0815367349805
2020-11-28 12:00:00,1.0815367349805
2020-11-28 16:00:00,1.0954549025603346
2020-11-28 20:00:00,1.0873298981780959
2020-11-29 00:00:00,1.0941789891546803
2020-11-29 04:00:00,1.0921189189573495
2020-11-29 08:00:00,1.1047520199550982
2020-11-29 12:00:00,1.1075098082728456
2020-11-29 16:00:00,1.1038128288914957
2020-11-29 20:00:00,1.1247552747492657
2020-11-30 00:00:00,1.1399306915807086
2020-11-30 04:00:00,1.1396272521137647
2020-11-30 08:00:00,1.140475954661709
2020-11-30 12:00:00,1.1528666109323182
2020-11-30 16:00:00,1.1537317363766544
2020-11-30 20:00:00,1.1635357572499816
2020-12-01 00:00:00,1.1564707391496394
2020-12-01 04:00:00,1.1593711563584492
2020-12-01 08:00:00,1.1665031889952782
2020-12-01 12:00:00,1.1649648138203936
2020-12-01 16:00:00,1.1616688761214558
2020-12-01 20:00:00,1.1599313434140504
2020-12-02 00:00:00,1.1582444360859883
2020-12-02 04:00:00,1.163536179057996
2020-12-02 08:00:00,1.1635278555637234
2020-12-02 12:00:00,1.161081421855781
2020-12-02 16:00:00,1.1632380546358836
2020-12-02 20:00:00,1.1643113102281941
2020-12-03 00:00:00,1.1630236251237418
2020-12-03 04:00:00,1.1642432126774194
2020-12-03 08:00:00,1.166271568620285
2020-12-03 12:00:00,1.1674139116375668
2020-12-03 16:00:00,1.166268538035995
2020-12-03 20:00:00,1.1663498107948609
2020-12-04 00:00:00,1.1637097983047242
2020-12-04 04:00:00,1.164886020540179
2020-12-04 08:00:00,1.1602072705538826
2020-12-04 12:00:00,1.1615206046482573
2020-12-04 16:00:00,1.162390241509532
2020-12-04 20:00:00,1.1586250006186296
2020-12-05 00:00:00,1.1601835103031242
2020-12-05 04:00:00,1.1611584857071016
2020-12-05 08:00:00,1.1622015520980886
2020-12-05 12:00:00,1.1630600574410426
2020-12-05 16:00:00,1.1630923314681765
2020-12-05 20:00:00,1.1633716486713763
2020-12-06 00:00:00,1.1637829538120334
2020-12-06 04:00:00,1.1642435986797448
2020-12-06 08:00:00,1.1627440450339261
2020-12-06 12:00:00,1.169456148914235
2020-12-06 16:00:00,1.1703278706868043
2020-12-06 20:00:00,1.1773211302642081
2020-12-07 00:00:00,1.1711157411690016
2020-12-07 04:00:00,1.176781195857774
2020-12-07 08:00:00,1.1661569757339851
2020-12-07 12:00:00,1.1699797783443053
2020-12-07 16:00:00,1.1623255635632044
2020-12-07 20:00:00,1.1672705335379308
2020-12-08 00:00:00,1.1649145106856191
2020-12-08 04:00:00,1.1645901760337452
2020-12-08 08:00:00,1.1494923321082402
2020-12-08 12:00:00,1.1501039659386398
2020-12-08 16:00:00,1.1475933626055324
2020-12-08 20:00:00,1.1341508722349731
2020-12-09 00:00:00,1.1338848262598191
2020-12-09 04:00:00,1.1302844385917066
2020-12-09 08:00:00,1.1332995739435408
2020-12-09 12:00:00,1.1343588398426132
2020-12-09 16:00:00,1.133397672318747
2020-12-09 20:00:00,1.13625292256312
2020-12-10 00:00:00,1.1348779154777806
2020-12-10 04:00:00,1.1342555642041001
2020-12-10 08:00:00,1.1328144949419505
2020-12-10 12:00:00,1.1322257661940256
2020-12-10 16:00:00,1.134816396666109
2020-12-10 20:00:00,1.1332940581464637
2020-12-11 00:00:00,1.1307092470587758
2020-12-11 04:00:00,1.1290750592773307
2020-12-11 08:00:00,1.1273162728842634
2020-12-11 12:00:00,1.1318034482968178
2020-12-11 16:00:00,1.130493198137931
2020-12-11 20:00:00,1.1310000861138614
2020-12-12 00:00:00,1.1335117951907445
2020-12-12 04:00:00,1.1345505936671403
2020-12-12 08:00:00,1.13573255459688
2020-12-12 12:00:00,1.1343389811656017
2020-12-12 16:00:00,1.1495609056236453
2020-12-12 20:00:00,1.1491230575363325
2020-12-13 00:00:00,1.1466503280555302
2020-12-13 04:00:00,1.1605581928407347
2020-12-13 08:00:00,1.1637591754334888
2020-12-13 12:00:00,1.1625937031177676
2020-12-13 16:00:00,1.1650438621826014
2020-12-13 20:00:00,1.1644130950971898
2020-12-14 00:00:00,1.1650495422250748
2020-12-14 04:00:00,1.1622752540517185
2020-12-14 08:00:00,1.15924216442858
2020-12-14 12:00:00,1.1619799635164931
2020-12-14 16:00:00,1.1620253304023433
2020-12-14 20:00:00,1.1633993672445035
2020-12-15 00:00:00,1.1682078164200156
2020-12-15 04:00:00,1.162400837142364
2020-12-15 08:00:00,1.1633918111950337
2020-12-15 12:00:00,1.164576754674824
2020-12-15 16:00:00,1.1682320178380283
2020-12-15 20:00:00,1.1657746360497727
2020-12-16 00:00:00,1.1630617657285842
2020-12-16 04:00:00,1.1643045018954679
2020-12-16 08:00:00,1.1710356335135692
2020-12-16 12:00:00,1.17558927465115
2020-12-16 16:00:00,1.17558927465115
2020-12-16 20:00:00,1.17558927465115
2020-12-17 00:00:00,1.17558927465115
2020-12-17 04:00:00,1.17558927465115
2020-12-17 08:00:00,1.17558927465115
2020-12-17 12:00:00,1.17558927465115
2020-12-17 16:00:00,1.17558927465115
2020-12-17 20:00:00,1.17558927465115
2020-12-18 00:00:00,1.17558927465115
2020-12-18 04:00:00,1.17558927465115
2020-12-18 08:00:00,1.17558927465115
2020-12-18 12:00:00,1.17558927465115
2020-12-18 16:00:00,1.17558927465115
2020-12-18 20:00:00,1.17558927465115
2020-12-19 00:00:00,1.17558927465115
2020-12-19 04:00:00,1.17558927465115
2020-12-19 08:00:00,1.17558927465115
2020-12-19 12:00:00,1.17558927465115
2020-12-19 16:00:00,1.17558927465115
2020-12-19 20:00:00,1.17558927465115
2020-12-20 00:00:00,1.17558927465115
2020-12-20 04:00:00,1.17558927465115
2020-12-20 08:00:00,1.17558927465115
2020-12-20 12:00:00,1.17558927465115
2020-12-20 16:00:00,1.17558927465115
2020-12-20 20:00:00,1.17558927465115
2020-12-21 00:00:00,1.17558927465115
2020-12-21 04:00:00,1.17558927465115
2020-12-21 08:00:00,1.17558927465115
2020-12-21 12:00:00,1.17558927465115
2020-12-21 16:00:00,1.17558927465115
2020-12-21 20:00:00,1.17558927465115
2020-12-22 00:00:00,1.17558927465115
2020-12-22 04:00:00,1.17558927465115
2020-12-22 08:00:00,1.17558927465115
2020-12-22 12:00:00,1.17558927465115
2020-12-22 16:00:00,1.17558927465115
2020-12-22 20:00:00,1.17558927465115
2020-12-23 00:00:00,1.17558927465115
2020-12-23 04:00:00,1.17558927465115
2020-12-23 08:00:00,1.17558927465115
2020-12-23 12:00:00,1.17558927465115
2020-12-23 16:00:00,1.17558927465115
2020-12-23 20:00:00,1.17558927465115
2020-12-24 00:00:00,1.17558927465115
2020-12-24 04:00:00,1.17558927465115
2020-12-24 08:00:00,1.17558927465115
2020-12-24 12:00:00,1.17558927465115
2020-12-24 16:00:00,1.17558927465115
2020-12-24 20:00:00,1.17558927465115
2020-12-25 00:00:00,1.17558927465115
2020-12-25 04:00:00,1.176067852234645
2020-12-25 08:00:00,1.1913965546586525
2020-12-25 12:00:00,1.1819883506649784
2020-12-25 16:00:00,1.1888233579495575
2020-12-25 20:00:00,1.1930829749742007
2020-12-26 00:00:00,1.1963262357657165
2020-12-26 04:00:00,1.1941972584517078
2020-12-26 08:00:00,1.1950847428373048
2020-12-26 12:00:00,1.2035095131884415
2020-12-26 16:00:00,1.2061024787760568
2020-12-26 20:00:00,1.2122429024234604
2020-12-27 00:00:00,1.2122429024234604
2020-12-27 04:00:00,1.2122429024234604
2020-12-27 08:00:00,1.2122429024234604
2020-12-27 12:00:00,1.2122429024234604
2020-12-27 16:00:00,1.2122429024234604
2020-12-27 20:00:00,1.2122429024234604
2020-12-28 00:00:00,1.2122429024234604
2020-12-28 04:00:00,1.2122429024234604
2020-12-28 08:00:00,1.2122429024234604
2020-12-28 12:00:00,1.2122429024234604
2020-12-28 16:00:00,1.2122429024234604
2020-12-28 20:00:00,1.2122429024234604
2020-12-29 00:00:00,1.2122429024234604
2020-12-29 04:00:00,1.2122429024234604
2020-12-29 08:00:00,1.2122429024234604
2020-12-29 12:00:00,1.2122429024234604
2020-12-29 16:00:00,1.2122429024234604
2020-12-29 20:00:00,1.2122429024234604
2020-12-30 00:00:00,1.2122429024234604
2020-12-30 04:00:00,1.2122429024234604
2020-12-30 08:00:00,1.2122429024234604
2020-12-30 12:00:00,1.2122429024234604
2020-12-30 16:00:00,1.2122429024234604
2020-12-30 20:00:00,1.2122429024234604
2020-12-31 00:00:00,1.2122429024234604
2020-12-31 04:00:00,1.2122429024234604
2020-12-31 08:00:00,1.2122429024234604
2020-12-31 12:00:00,1.2122429024234604
2020-12-31 16:00:00,1.2122429024234604
2020-12-31 20:00:00,1.2122429024234604
2021-01-01 00:00:00,1.2122429024234604
2021-01-01 04:00:00,1.2122429024234604
2021-01-01 08:00:00,1.2122429024234604
2021-01-01 12:00:00,1.2122429024234604
2021-01-01 16:00:00,1.2122429024234604
2021-01-01 20:00:00,1.2122429024234604
2021-01-02 00:00:00,1.2122429024234604
2021-01-02 04:00:00,1.2122429024234604
2021-01-02 08:00:00,1.2122429024234604
2021-01-02 12:00:00,1.2122429024234604
2021-01-02 16:00:00,1.2122429024234604
2021-01-02 20:00:00,1.2122429024234604
2021-01-03 00:00:00,1.2122429024234604
2021-01-03 04:00:00,1.2122429024234604
2021-01-03 08:00:00,1.2122429024234604
