symbol,datetime,period,close,ref_low,future_ret_6,future_ret_12,future_ret_24,signal_time,entry_time,raw_entry_open,sweep_low,atr14_previous,atr50_previous,bbw_previous,bbw_historical_median,scheme_a_group,scheme_b_group,mae_first6,sweep_stop_hit_first6
ETH,2024-04-19 00:00:00,2023-2024,2979.8,2914.47,0.0252474148765094,0.0608654301440398,0.0662506762826476,2024-04-19 00:00:00,2024-04-19 04:00:00,2979.81,2865.18,78.3285714285714,93.4258,0.059203107943250954,0.08428779540910264,compression,compression,0.0007714436900972744,False
ETH,2024-05-29 20:00:00,2023-2024,3767.43,3744.41,-0.0051947201046846,-0.0013652568218689,0.0035716500131168,2024-05-29 20:00:00,2024-05-30 00:00:00,3767.44,3742.59,68.6714285714286,83.1148,0.05251867546441153,0.08357546174334479,compression,compression,0.017707080887178334,True
ETH,2024-05-30 08:00:00,2023-2024,3737.0,3712.73,0.0174071523354192,0.0136289397233468,0.0190835369931201,2024-05-30 08:00:00,2024-05-30 12:00:00,3737.01,3702.58,64.14285714285714,79.6288,0.06458181435824895,0.08352608340432616,compression,compression,0.005236464617349193,False
ETH,2024-06-11 08:00:00,2023-2024,3529.56,3505.0,0.0006117871171715,-0.0092191472873085,0.0027840039710382,2024-06-11 08:00:00,2024-06-11 12:00:00,3529.56,3503.4,40.04142857142863,43.714000000000006,0.04336803302905428,0.08314597592016364,compression,compression,0.028126775696909963,True
ETH,2024-06-11 16:00:00,2023-2024,3497.21,3432.01,0.0090518706021335,-0.0045223788286122,0.017367979644831,2024-06-11 16:00:00,2024-06-11 20:00:00,3497.21,3432.0,48.565000000000055,44.78039999999999,0.07456096188129345,0.08313044116522025,expansion,compression,0.010542738329995088,False
ETH,2024-06-13 16:00:00,2023-2024,3481.43,3432.0,-0.0218428926810998,0.0218903584734432,0.0206334145372085,2024-06-13 16:00:00,2024-06-13 20:00:00,3481.43,3428.0,66.98642857142856,49.36339999999999,0.08423100086899024,0.0831686640887237,expansion,expansion,0.03471283060554772,True
ETH,2024-07-23 16:00:00,2023-2024,3457.03,3411.4,-0.0275764061882483,-0.1013340199986456,-0.0583759421391987,2024-07-23 16:00:00,2024-07-23 20:00:00,3457.03,3389.0,62.68071428571427,56.43880000000003,0.02842443162047615,0.08232435397330448,expansion,compression,0.02930488340265059,True
ETH,2024-07-25 04:00:00,2023-2024,3171.84,3153.04,0.0246507801832916,0.0311842963904469,0.0596835486564773,2024-07-25 04:00:00,2024-07-25 08:00:00,3171.84,3130.0,74.01428571428563,56.577600000000004,0.09168834703995668,0.08229988937032078,expansion,expansion,0.027067252289916358,True
ETH,2024-07-25 12:00:00,2023-2024,3142.28,3130.0,0.0352497689587522,0.0431904593072227,0.0515976448756553,2024-07-25 12:00:00,2024-07-25 16:00:00,3142.28,3105.35,71.70428571428566,55.85220000000001,0.12722713669372582,0.08231343986732709,expansion,expansion,0.017914696813539337,True
ETH,2024-07-25 16:00:00,2023-2024,3123.88,3105.35,0.0469946913045309,0.0429580778594469,0.0581804800702871,2024-07-25 16:00:00,2024-07-25 20:00:00,3123.88,3100.9,73.13214285714282,56.57000000000001,0.14350274479744599,0.08231494649615426,expansion,expansion,0.012130105350797192,True
ETH,2024-07-25 20:00:00,2023-2024,3175.48,3100.9,0.0307399760063847,0.0228915325320345,0.0438009131291031,2024-07-25 20:00:00,2024-07-26 00:00:00,3175.47,3087.53,71.91357142857139,56.82620000000001,0.15684736218541342,0.08231645312498143,expansion,expansion,0.0019067122807572814,False
ETH,2024-08-01 16:00:00,2023-2024,3131.64,3102.4,-0.0390720481114388,-0.0790796189490581,-0.2640485063417517,2024-08-01 16:00:00,2024-08-01 20:00:00,3131.64,3080.02,57.49071428571434,57.79800000000003,0.08034426378401946,0.08222927937330607,compression,compression,0.047260163713087826,True
ETH,2024-08-02 20:00:00,2023-2024,2989.61,2985.13,-0.029177821776766,-0.1060033181052099,-0.1944410898606293,2024-08-02 20:00:00,2024-08-03 00:00:00,2989.61,2967.0,72.70500000000003,58.519200000000026,0.11153492409372956,0.08224646053680658,expansion,expansion,0.04416588973384366,True
ETH,2024-11-15 04:00:00,2023-2024,3039.48,3028.56,0.0218617459489592,0.0315135358732671,0.0255309796237948,2024-11-15 04:00:00,2024-11-15 08:00:00,3039.49,3014.79,98.35571428571428,87.84140000000004,0.11061369637763123,0.0816287310977899,expansion,expansion,0.008717415339949804,True
ETH,2024-11-15 12:00:00,2023-2024,3023.73,3014.79,0.0380850720205516,0.020452632263628,0.026316406360533,2024-11-15 12:00:00,2024-11-15 16:00:00,3023.73,3014.5,99.05642857142857,85.9152,0.10759201920727926,0.08164178984295178,expansion,expansion,0.003187138559580939,False
ETH,2024-11-20 16:00:00,2023-2024,3058.05,3042.93,0.0902869643000688,0.0707974042167187,0.0841823216213109,2024-11-20 16:00:00,2024-11-20 20:00:00,3058.04,3029.41,69.6542857142857,83.0492,0.03887696525078299,0.08157664079764244,compression,compression,0.008817915145447434,False
ETH,2024-11-26 08:00:00,2023-2024,3323.01,3281.4,0.040521860107628,0.0857439011955157,0.0948666171268598,2024-11-26 08:00:00,2024-11-26 12:00:00,3323.02,3280.1,85.59999999999991,77.25559999999997,0.06478223444945218,0.08157664079764244,expansion,compression,0.021861194758471734,True
ETH,2024-11-26 16:00:00,2023-2024,3300.61,3280.1,0.0839334758047295,0.0798718621872466,0.1113999098753207,2024-11-26 16:00:00,2024-11-26 20:00:00,3300.61,3252.0,92.35285714285708,78.86639999999998,0.06981462179946109,0.08157238009132264,expansion,compression,0.004654480137961116,False
ETH,2024-12-03 12:00:00,2023-2024,3571.79,3554.32,0.0674452977722499,0.0848280159056798,0.1144042977179763,2024-12-03 12:00:00,2024-12-03 16:00:00,3571.8,3500.0,67.20071428571431,76.36160000000001,0.042092783966215505,0.08151211396631507,compression,compression,0.009804129795788553,False
SOL,2021-02-27 20:00:00,2021,13.1916,13.1,-0.0078310008529344,0.1275028035213227,0.0647630706538145,2021-02-27 20:00:00,2021-02-28 00:00:00,13.1853,13.01,1.0943642857142855,1.172952,0.351234325156635,0.20494071135940117,compression,expansion,0.13454420052455476,True
SOL,2021-02-28 04:00:00,2021,12.1365,12.028,0.1787377796783759,0.1642099144175841,0.1230598325590524,2021-02-28 04:00:00,2021-02-28 08:00:00,12.1529,11.97,1.1135785714285713,1.164652,0.35364568371561883,0.20515547692570923,compression,expansion,0.06102293667983878,True
SOL,2021-03-05 04:00:00,2021,12.5038,12.35,-0.0173036330292876,0.0201024127762016,0.1042218135510194,2021-03-05 04:00:00,2021-03-05 08:00:00,12.4904,12.2508,0.5266714285714283,0.8628219999999999,0.17322539966157063,0.2054967529228814,compression,compression,0.029731595484522373,True
SOL,2021-03-05 08:00:00,2021,12.5116,12.2508,-0.0347077494054165,0.0852721446730682,0.1328897820601111,2021-03-05 08:00:00,2021-03-05 12:00:00,12.5271,12.1251,0.5137714285714283,0.8542959999999998,0.18218683127789706,0.20549661937654595,compression,compression,0.04235603219217248,True
SOL,2021-03-06 12:00:00,2021,12.2773,12.0025,0.0971574133454282,0.1035743270396791,0.18558377792766,2021-03-06 12:00:00,2021-03-06 16:00:00,12.2724,11.9,0.46038571428571434,0.744516,0.2327226598745181,0.2054967529228814,compression,expansion,0.00467777258334735,False
SOL,2021-03-15 04:00:00,2021,13.9359,13.8439,-0.0280152786400791,-0.0308308600402428,0.004624798838992,2021-03-15 04:00:00,2021-03-15 08:00:00,13.9304,13.7233,0.5127928571428572,0.5547559999999999,0.15485221817456127,0.2034039672736296,compression,compression,0.057289537049657044,True
SOL,2021-03-15 08:00:00,2021,14.2587,13.7233,-0.0450499814525938,-0.0691597008502079,-0.005534725631098,2021-03-15 08:00:00,2021-03-15 12:00:00,14.2465,13.6179,0.54115,0.56778,0.15301751245841663,0.2029389314062821,compression,compression,0.07820630799961681,True
