symbol,entry_time,exit_time,sweep_time,entry_price,stop_loss,tp1,tp2,exit_price,exit_reason,tp1_hit,entry_fee,exit_fees,funding_paid,net_pnl,net_return,initial_risk_pct,net_r,holding_hours
SOLUSDT,2021-04-06 18:00:00,2021-04-07 14:00:00,2021-04-06 14:00:00,23.76436433371,21.87673252,25.6045149,27.468406090000002,27.44093768391,TP2,True,0.001,0.0011155326379549062,0.00015891462502293775,0.11325819069192833,0.11325819069192833,0.07943119315976706,1.4258654086200369,20.0
SOLUSDT,2021-04-11 14:00:00,2021-04-12 01:00:00,2021-04-11 06:00:00,26.725398699999996,25.5402,27.8572,29.0157,28.9866843,TP2,True,0.0011132581906919284,0.0011833482493873808,0.0009023003590183109,0.0668911518963553,0.0600859283638238,0.04434727853096528,1.354895505523954,11.0
SOLUSDT,2021-04-17 08:00:00,2021-04-17 18:00:00,2021-04-16 11:00:00,26.120231437299996,25.50113524,26.68713936,27.28014142,25.47563410476,STOP,True,0.0011801493425882836,0.0011777914018438517,0.0005796400050992975,-0.005295521493963173,-0.0044871621775843425,0.023701788354597776,-0.18931745193454583,10.0
SOLUSDT,2021-04-20 20:00:00,2021-04-22 06:00:00,2021-04-20 02:00:00,31.687599503559998,28.8071,34.50478712,37.35363068000001,37.31627704932001,TP2,True,0.0011748538210943206,0.001330784201307468,0.0005847404442609473,0.1528400017464846,0.130092781759114,0.09090305194107193,1.4311156664294056,34.0
SOLUSDT,2021-04-23 21:00:00,2021-04-25 15:00:00,2021-04-23 08:00:00,36.28194045476,31.52391221,40.96747731,45.68925986,45.64357060014,TP2,True,0.001327693822840805,0.0015839638066880283,0.0005940242953998234,0.25276430192229493,0.19037845742286189,0.13114040167429278,1.451714765184995,42.0
SOLUSDT,2021-04-28 12:00:00,2021-04-29 17:00:00,2021-04-28 00:00:00,43.95480772682999,42.09554916,45.7262445,47.54159217,42.053453610839995,STOP,True,0.0015804581247631,0.0015773003662720652,0.0007429909284363782,-0.007058507910506551,-0.004466115109227948,0.04229932203059332,-0.10558360973251049,29.0
SOLUSDT,2021-04-30 08:00:00,2021-05-01 15:00:00,2021-04-29 18:00:00,43.1267837,40.9074,45.26,47.436299999999996,47.388863699999995,TP2,True,0.0015733996168525934,0.0016892341844257377,0.00296278559787708,0.10960914817398892,0.06966389657145686,0.05146184133364888,1.3537000380494812,31.0
SOLUSDT,2021-05-04 11:00:00,2021-05-04 14:00:00,2021-05-03 21:00:00,46.874237980569994,44.8207,48.83412113999999,50.84083170999999,44.7758793,STOP,False,0.0016830087650265822,0.001607667677817169,0.0,-0.0786317636522571,-0.04672094720256264,0.04380952243791592,-1.0664564369258442,3.0
SOLUSDT,2021-05-05 13:00:00,2021-05-07 03:00:00,2021-05-04 16:00:00,44.84508836808,42.32400608,47.276570080000006,49.75285208000001,42.281682073919995,STOP,False,0.001604377001374325,0.001512668628101148,0.008408874409643625,-0.1032342933122965,-0.0643454083571785,0.05621757877668645,-1.1445780796212925,38.0
SOLUSDT,2021-05-12 22:00:00,2021-05-12 23:00:00,2021-05-12 19:00:00,45.60342088301999,42.69701156,48.41871448,51.27956594,42.65431454844,STOP,False,0.0015011427080620287,0.001404066011100844,0.0,-0.0999819056803477,-0.06660386460486763,0.06373226540340897,-1.045057227815176,1.0
