symbol,entry_time,exit_time,sweep_time,entry_price,stop_loss,tp1,tp2,exit_price,exit_reason,tp1_hit,entry_fee,exit_fees,funding_paid,net_pnl,net_return,initial_risk_pct,net_r,holding_hours
ETHUSDT,2020-10-04 20:00:00,2020-10-06 08:00:00,2020-10-01 16:00:00,351.26090999999997,345.62112298,356.19887702000005,361.4877540400001,345.27550185702,STOP,False,0.0009999999999999998,0.0009829602213836434,0.00013853319400190472,-0.019161272031742116,-0.019161272031742116,0.01605583445080744,-1.1934148978957928,36.0
ETHUSDT,2020-10-08 16:00:00,2020-10-10 00:00:00,2020-10-06 20:00:00,349.39146944702,336.77125366,361.31360037999997,373.58477373999995,373.21118896625995,TP2,True,0.0009808387279682579,0.0010305002162918227,0.0002994087066528989,0.04735074067265199,0.0482757657527817,0.0361205607194529,1.3365176174239886,32.0
ETHUSDT,2020-10-18 08:00:00,2020-10-21 16:00:00,2020-10-16 08:00:00,372.10697340816995,361.2558319,382.21464444000003,392.69405071000006,392.30135665929004,TP2,True,0.0010281894686409098,0.0010695260549160564,0.0011659343617973809,0.038072936389792256,0.037029105579264636,0.029161349514047367,1.2698008218524757,80.0
ETHUSDT,2020-11-02 00:00:00,2020-11-03 00:00:00,2020-10-30 08:00:00,397.09546164287997,373.49592958,419.90159618,443.10442948,373.12243365042,STOP,False,0.0010662624050307022,0.0010018911367785936,0.0005291010070183719,-0.06696852280093601,-0.06280679360443897,0.05943037466417521,-1.0568130179111772,24.0
ETHUSDT,2020-11-04 20:00:00,2020-11-06 20:00:00,2020-11-03 04:00:00,398.99859999999995,370.38564996,426.81435004,455.02870008,454.57367137992003,TP2,True,0.000999293882229766,0.0011031857564245606,0.0034181124312557287,0.09837128212488433,0.0984407929180797,0.07171190585631111,1.3727259336172875,48.0
ETHUSDT,2020-11-17 16:00:00,2020-11-21 12:00:00,2020-11-15 20:00:00,472.76201821848997,440.24874127,504.33071571000005,536.3717029300001,535.8353312270701,TP2,True,0.0010976651643546504,0.0012069502250939544,0.003912248377160607,0.1030681969726952,0.09389766599115133,0.06877303102945925,1.365326852482768,92.0
ETHUSDT,2020-11-28 16:00:00,2020-12-01 08:00:00,2020-11-26 08:00:00,534.0200155890599,482.80464577,584.1684123499999,634.8502956399999,634.2154453443599,TP2,True,0.0012007333613273457,0.0013690991644966922,0.0020256079993433507,0.16377036264417932,0.1363919483865594,0.09590533748546094,1.4221518005422393,64.0
ETHUSDT,2020-12-06 12:00:00,2020-12-08 20:00:00,2020-12-05 00:00:00,586.042482025,561.45057604,609.4634739600001,633.4699229200002,560.88912546396,STOP,False,0.001364503723971525,0.0013059382619945578,0.0013385866576233407,-0.06257449062055698,-0.04585879065132021,0.04196266779163455,-1.092847358490929,56.0
ETHUSDT,2020-12-12 12:00:00,2020-12-16 12:00:00,2020-12-09 08:00:00,554.2964683356099,531.01,576.47545122,599.20817683,598.60896865317,TP2,True,0.001301929233350968,0.0013793396810171002,0.0009516309620929866,0.07377754778967116,0.05666786327531717,0.042010854598320595,1.3488862299312163,96.0
ETHUSDT,2021-01-15 16:00:00,2021-01-25 00:00:00,2021-01-11 16:00:00,1094.01292,916.48506006,1269.3549399400001,1445.7898798800002,1444.34409000012,TP2,True,0.0013757067811406391,0.0017054222253905596,0.0169694095591673,0.30966490568422134,0.22509513649955917,0.16227217859547755,1.3871455874188434,224.0
ETHUSDT,2021-01-28 16:00:00,2021-02-03 04:00:00,2021-01-27 12:00:00,1323.8625399999999,1207.28433242,1437.7956675799999,1553.0513351599998,1551.4982838248397,TP2,True,0.0016853716868248604,0.0019018772784313953,0.015151513975795219,0.19776682866548256,0.11734315356754535,0.08805914818014249,1.3325492693558267,132.0
ETHUSDT,2021-02-08 16:00:00,2021-02-23 08:00:00,2021-02-07 16:00:00,1693.3516599999998,1493.78974366,1889.53025634,2087.4005126800002,1492.29595391634,STOP,True,0.001883138515490343,0.001879376000973879,0.09150265752766157,-0.09902768656058991,-0.0525865122220202,0.11785024992386975,-0.4462146856369896,352.0
ETHUSDT,2021-03-01 12:00:00,2021-03-31 20:00:00,2021-02-28 12:00:00,1513.4145981554598,1293.58412732,1730.2212635999997,1948.5398317399995,1946.5912919082596,TP2,True,0.001784110828929753,0.00216621215287789,0.05141121920115723,0.3267397817651718,0.1831387246055647,0.1452546256018593,1.2608116529627438,728.0
ETHUSDT,2021-04-10 04:00:00,2021-04-22 12:00:00,2021-04-07 12:00:00,2149.9471171378195,1932.52745084,2363.0711848,2578.3430517799998,2575.76470872822,TP2,True,0.002110850610694925,0.0024233518556481164,0.04791327809534483,0.26005376439150396,0.12319856415887726,0.1011279135959706,1.2182448918216982,296.0
