label,symbol,signal_time,entry_time,exit_time,exit_reason,raw_entry_price,entry_price,raw_exit_price,exit_price,quantity,final_quantity,initial_notional,entry_equity,gross_pnl,net_pnl,entry_fee,exit_fee,total_fees,entry_slippage_cost,exit_slippage_cost,total_slippage_cost,funding_cost,holding_bars
p1-06_strategy,BTC,2019-07-20 00:00:00,2019-07-20 04:00:00,2019-07-20 12:00:00,GATE_OFF,10507.49,10517.997489999998,10568.2,10557.631800000001,3.169171067498832,3.169171067498832,33333.33333333333,100000.0,192.40037550785706,58.8156339570905,33.33333333333333,33.45894124186562,66.79227457519895,33.300033300027415,33.49243367554022,66.79246697556763,0.0,2
p1-06_strategy,ETH,2019-07-20 00:00:00,2019-07-20 04:00:00,2019-07-25 16:00:00,GATE_OFF,226.58,226.80658,221.02,220.79898,146.9681053051165,146.9681053051165,33333.33333333333,100000.0,-817.142665496448,-948.7093305082531,33.33333333333333,32.45040774390231,65.78374107723565,33.30003330003098,32.482890634538315,65.7829239345693,0.0,33
p1-06_strategy,BTC,2019-07-29 20:00:00,2019-07-30 00:00:00,2019-08-25 20:00:00,GATE_OFF,9509.07,9518.579069999998,10061.23,10051.16877,3.470759853776118,3.470759853776118,33036.70210114961,99110.10630344885,1916.414760861021,1780.5690541430806,33.036702101149615,34.885193050444286,67.9218951515939,33.00369840274078,34.920113163605606,67.92381156634639,0.0,160
p1-06_strategy,ETH,2019-07-29 20:00:00,2019-07-30 00:00:00,2019-08-01 12:00:00,GATE_OFF,210.84,211.05084,213.58,213.36642,156.534331259471,156.534331259471,33036.70210114961,99110.10630344885,428.90406765095196,296.0318948087306,33.036702101149615,33.39916986792742,66.43587196907703,33.00369840274536,33.43260247039898,66.43630087314435,0.0,15
p1-06_strategy,ETH,2019-08-06 04:00:00,2019-08-06 08:00:00,2019-08-09 00:00:00,GATE_OFF,233.24,233.47323999999998,221.38,221.15861999999998,155.09113934486987,155.09113934486987,36209.63079813824,108628.89239441472,-1839.380912630159,-1980.3978195489974,36.20963079813824,34.29974235173912,70.50937314987736,36.17345734079227,34.334076428168935,70.5075337689612,0.0,16
p1-06_strategy,ETH,2019-08-09 20:00:00,2019-08-10 00:00:00,2019-08-12 12:00:00,GATE_OFF,210.52,210.73051999999998,210.91,210.69908999999998,167.01988116247713,167.01988116247713,35196.186407707006,105588.55922312103,65.1377536533638,-75.63655824548579,35.196186407707,35.190936972842074,70.38712338054907,35.161025382320354,35.22616313598015,70.3871885183005,0.0,15
p1-06_strategy,BTC,2019-08-30 04:00:00,2019-08-30 08:00:00,2019-09-10 04:00:00,GATE_OFF,9470.62,9480.090619999999,10310.75,10300.43925,3.4855740255433054,3.4855740255433054,33043.55762486873,99130.67287460619,2928.3353060796944,2790.4393754916814,33.04355762486873,35.90294350148677,68.9465011263555,33.010547077784786,35.93888238387257,68.94942946165736,0.0,65
p1-06_strategy,BTC,2019-09-19 12:00:00,2019-09-19 16:00:00,2019-09-20 08:00:00,GATE_OFF,9882.01,9891.89201,10157.25,10147.09275,3.4345000985676912,3.4345000985676912,33973.704083365956,101921.11225009787,945.3118071297706,807.663071551132,33.97370408336596,34.850191050050505,68.82389513341647,33.93976431904469,34.88507612617738,68.82484044522207,0.0,4
p1-06_strategy,BTC,2019-10-27 12:00:00,2019-10-27 16:00:00,2019-10-28 08:00:00,GATE_OFF,9523.98,9533.503979999998,9426.18,9416.75382,3.5918509269050873,3.5918509269050873,34242.92510721633,102728.775321649,-351.2830206513149,-487.4156714563296,34.24292510721633,33.823575936804026,68.06650104402036,34.20871639081876,33.857433370175585,68.06614976099434,0.0,4
p1-06_strategy,BTC,2020-01-29 00:00:00,2020-01-29 04:00:00,2020-01-31 20:00:00,GATE_OFF,9343.75,9353.093749999998,9303.72,9294.41628,3.6437626017306726,3.6437626017306726,34080.453216730886,102241.35965019267,-145.85981694728122,-423.7504738799355,34.08045321673089,33.86664644598072,67.94709966271161,34.046406809914345,33.900546992973275,67.94695380288762,141.99660346705505,16
p1-06_strategy,ETH,2020-01-31 00:00:00,2020-01-31 04:00:00,2020-01-31 12:00:00,GATE_OFF,183.42,183.60341999999997,180.86,180.67914000000002,185.97866822900718,185.97866822900718,34146.31953389106,102438.95860167318,-476.10539066625347,-656.4031507573625,34.14631953389106,33.60246583396234,67.7487853678534,34.11220732656151,33.636101935897415,67.74830926245892,44.80066546079656,2
p1-06_strategy,BTC,2020-01-31 20:00:00,2020-02-01 00:00:00,2020-02-02 20:00:00,GATE_OFF,9351.71,9361.061709999998,9437.9,9428.462099999999,3.602198452820419,3.602198452820419,33720.40200851846,101161.20602555538,310.47348464859374,92.68679639102218,33.72040200851846,33.963191589095956,67.68359359761442,33.686715293221646,33.997188777876744,67.6839040710984,82.41919058885874,11
p1-06_strategy,ETH,2020-02-01 04:00:00,2020-02-01 08:00:00,2020-02-01 12:00:00,GATE_OFF,183.13,183.31312999999997,180.92,180.73908,184.25372647692998,184.25372647692998,33776.1273146499,101328.3819439497,-407.20073551401674,-541.3562809625982,33.7761273146499,33.30184901001197,67.07797632466188,33.742384929715975,33.33518419420363,67.0775691239196,0.0,1
p1-06_strategy,ETH,2020-02-01 12:00:00,2020-02-01 16:00:00,2020-02-02 04:00:00,GATE_OFF,181.48,181.66147999999998,180.58,180.39942000000002,184.3151579250906,184.3151579250906,33482.96437510569,100448.89312531706,-165.88364213257734,-311.2638191152575,33.48296437510569,33.25034758689475,66.73331196200044,33.44951486024423,33.28363121811138,66.73314607835562,11.913718942324103,3
p1-06_strategy,ETH,2020-02-02 04:00:00,2020-02-02 08:00:00,2020-02-03 16:00:00,GATE_OFF,187.17,187.35716999999997,187.59,187.40241,178.35604284080156,178.35604284080156,33416.28343905134,100248.85031715402,74.9095379931395,-72.30154102517417,33.41628343905134,33.42435226642946,66.84063570548079,33.382900538509354,33.45781007650599,66.84071061501535,13.529732697817526,8
p1-06_strategy,ETH,2020-02-03 16:00:00,2020-02-03 20:00:00,2020-02-04 04:00:00,GATE_OFF,190.2,190.39019999999996,188.08,187.89192,175.65499901578167,175.65499901578167,33442.99039361447,100328.97118084341,-372.38859791345294,-517.4725174644016,33.44299039361447,33.00415502267333,66.44714541628781,33.40958081279745,33.0371922148906,66.44677302768805,12.190001106972803,2
p1-06_strategy,ETH,2020-02-05 00:00:00,2020-02-05 04:00:00,2020-02-24 04:00:00,GATE_OFF,189.85,190.03984999999997,267.95,267.68205,175.07117351681595,175.07117351681595,33270.49955445967,99811.49866337901,13673.058651663325,11296.021112387145,33.27049955445967,46.863410622887,80.13391017734668,33.23726229216375,46.910320943828175,80.14758323599193,2216.756045862841,113
p1-06_strategy,BTC,2020-02-06 16:00:00,2020-02-06 20:00:00,2020-02-29 04:00:00,GATE_OFF,9747.29,9757.03729,8714.53,8705.815470000001,3.5348210745022706,3.5348210745022706,34489.381037396524,103468.14311218957,-3650.6218129029658,-4986.0824681885915,34.48938103739653,30.773499994083895,65.26288103148042,34.4549261112829,30.804304298379748,65.25923040966265,1204.938543844483,133
p1-06_strategy,ETH,2020-02-26 04:00:00,2020-02-26 08:00:00,2020-03-12 12:00:00,GATE_OFF,237.94,238.17793999999998,136.45,136.31355,150.82890965422706,150.82890965422706,35924.11899388991,107772.35698166974,-15307.626040807505,-15799.606674366238,35.92411899388991,20.56002411759696,56.48414311148687,35.88823076312384,20.58060472231874,56.46883548544258,379.02765496180314,91
p1-06_strategy,BTC,2020-03-03 00:00:00,2020-03-03 04:00:00,2020-03-09 04:00:00,GATE_OFF,8865.9,8874.765899999999,8063.52,8055.456480000001,3.941230739920349,3.941230739920349,34977.500174676876,104932.50052403063,-3162.3647210972867,-3455.507893728127,34.97750017467688,31.748412703066574,66.72591287774345,34.942557617055385,31.780192895961346,66.72275051301673,159.69450924008027,36
p1-06_strategy,ETH,2020-04-09 00:00:00,2020-04-09 04:00:00,2020-04-10 04:00:00,GATE_OFF,170.21,170.38020999999998,163.37,163.20663000000002,169.94603371577642,169.94603371577642,28955.440913161063,86866.32273948319,-1162.4308706159113,-1284.5131062585697,28.955440913161063,27.73631944461825,56.691760357779316,28.926514398757018,27.764083528144056,56.69059792690108,8.699877357978028,6
p1-06_strategy,ETH,2020-04-19 00:00:00,2020-04-19 04:00:00,2020-04-20 20:00:00,GATE_OFF,186.81,186.99680999999998,167.52,167.35248,152.55484774174244,152.55484774174244,28527.269877741535,85581.8096332246,-2942.78301293821,-3064.6922294419505,28.527269877741535,25.530432105602998,54.05770198334453,28.498771106631843,25.5559880936961,54.05475920032794,13.796755320067703,10
