symbol,direction,side,signal_time,entry_time,exit_time,raw_entry_price,entry_price,raw_exit_price,exit_price,exit_reason,quantity,final_quantity,initial_notional,entry_equity,nominal_pct,gross_pnl,net_pnl,entry_fee,exit_fee,total_fees,entry_slippage_cost,exit_slippage_cost,total_slippage_cost,funding_cost,expectancy_r,holding_bars,holding_days
BTC,1,LONG,2021-03-23 20:00:00,2021-03-24 00:00:00,2021-03-27 20:00:00,54399.33075793,54453.730088687924,55778.24210662,55722.463864513375,ADX_EXIT,1.1225680399749194,1.1225680399749194,61128.0170549817,489024.1364398536,0.125,1547.9218099981003,1215.2467318531428,61.1280170549817,62.55225704296005,123.68027409794175,61.066950104868006,62.614871914877405,123.68182201974541,85.3129820272705,0.019880355856465737,23,3.8333333333333335
DOGE,1,LONG,2021-03-23 20:00:00,2021-03-24 00:00:00,2021-03-28 20:00:00,0.053431,0.05348443099999999,0.05337985,0.05332647015,ADX_EXIT,1142912.3562141235,1142912.3562141235,61128.0170549817,489024.1364398536,0.125,-58.45996702035221,-557.9561687782168,61.1280170549817,60.947481647718625,122.07549870270032,61.06695010486847,61.00849013785668,122.07544024272515,255.3452628124391,-0.009127666750196758,29,4.833333333333333
BNB,1,LONG,2021-03-25 20:00:00,2021-03-26 00:00:00,2021-04-21 20:00:00,233.93267204,234.16660471203997,577.398,576.820602,ADX_EXIT,250.3966613194626,249.91771180927427,58634.536012409146,469076.28809927317,0.125,85991.06268845001,77970.25602497112,58.63453601240915,144.422455718066,203.05699173047515,58.57596005234921,144.56702274081093,203.14298279316014,7614.606688955245,1.329766743757806,161,26.833333333333332
ETH,1,LONG,2021-03-30 08:00:00,2021-03-30 12:00:00,2021-04-09 16:00:00,1850.4354647,1852.2859001646998,2062.89,2060.8271099999997,ADX_EXIT,34.721556139429865,34.721556139429865,64314.24886884301,514513.9909507441,0.125,7376.752074495429,5494.421053238422,64.31424886884301,71.555124193524,135.869373062367,64.24999886996558,71.62675094447376,135.87674981443934,1610.5848983802018,0.08543085163667659,61,10.166666666666666
BTC,1,LONG,2021-03-30 16:00:00,2021-03-30 20:00:00,2021-04-02 00:00:00,59148.65300647,59207.80165947646,58794.01,58735.215990000004,ADX_EXIT,1.091408220921342,1.091408220921342,64619.88147383289,516959.0517906631,0.125,-387.0602927536145,-989.5877892216276,64.61988147383289,64.10409758907666,128.72397906290956,64.55532614767962,64.16826585492919,128.72359200260883,345.07992540249484,-0.015313983353905568,13,2.1666666666666665
SOL,1,LONG,2021-04-01 00:00:00,2021-04-01 04:00:00,2021-04-02 12:00:00,19.80448758,19.824292067579997,19.13853321,19.119394676789998,ADX_EXIT,3235.68495558315,3235.68495558315,64145.16359815498,513161.3087852398,0.125,-2154.8185361138594,-2655.1396258543537,64.14516359815498,61.864337715545965,126.00950131370095,64.08108251562813,61.92626397952703,126.00734649515516,248.30424193163844,-0.04139267057587993,8,1.3333333333333333
DOGE,1,LONG,2021-04-01 16:00:00,2021-04-01 20:00:00,2021-04-25 04:00:00,0.05855578,0.05861433578,0.27410631,0.27383220369,ADX_EXIT,1103305.9462319575,1101195.58325926,64669.545200510576,517356.3616040846,0.125,237439.59099763623,230119.09379020063,64.66954520051058,301.74248672662867,366.41203192713925,64.60494026024696,302.0445312579106,366.64947151815755,6587.435703990315,3.5583842916585686,140,23.333333333333332
LTC,1,LONG,2021-04-02 08:00:00,2021-04-02 12:00:00,2021-04-05 04:00:00,206.35443421,206.56078864420996,203.17591228,202.97273636772002,ADX_EXIT,316.54866240508295,316.54866240508295,65386.54135066371,523092.3308053097,0.125,-1006.1568653667189,-1947.551372947396,65.38654135066372,64.2507482019013,129.63728955256502,65.3212201305238,64.31506326516278,129.63628339568658,682.1209346324252,-0.029785202470074174,16,2.6666666666666665
XRP,1,LONG,2021-04-03 12:00:00,2021-04-03 16:00:00,2021-04-04 12:00:00,0.6177,0.6183177,0.58761138,0.58702376862,ADX_EXIT,105130.43620649792,105130.43620649792,65004.009515198515,520032.0761215881,0.125,-3163.2297454515588,-3485.4059748971245,65.00400951519852,61.71406485860292,126.71807437380144,64.9390704447478,61.775840699298406,126.7149111440462,68.74324392771823,-0.05361832294486705,5,0.8333333333333334
SOL,1,LONG,2021-04-03 20:00:00,2021-04-04 00:00:00,2021-04-14 04:00:00,22.48961685,22.51210646685,26.8742,26.847325799999997,ADX_EXIT,2792.3541611444243,2787.013048963834,62861.7741688349,502894.1933506792,0.125,12246.552479936146,10623.093391442711,62.8617741688349,74.97048214590382,137.83225631473871,62.79897519363802,75.04552767358226,137.84450286722029,1347.7823293114757,0.1689913072276815,61,10.166666666666666
