horizon_hours,usable_n_after_holdout,alpha_one_sided,z_1_minus_alpha,stdev_unconditional_log_return,mde_log_return,mde_pct,mechanism_lower_pct,mechanism_upper_pct,passes_power_gate_precheck
24,163,0.05,1.6448536269514715,0.0485291440983755,0.006252246417643748,0.6252246417643748,1.5,3.0,True
48,163,0.05,1.6448536269514715,0.06767631954510017,0.008719070453363512,0.8719070453363512,1.5,3.0,True
72,163,0.05,1.6448536269514715,0.08327943120089397,0.01072929545869794,1.072929545869794,1.5,3.0,True
