datetime,scale,sigma_annualized,prior_return_count
2020-11-18 04:00:00,1.0,0.1325510942641014,1932
2020-11-18 08:00:00,1.0,0.14059825716925442,1933
2020-11-18 12:00:00,1.0,0.14054680474483391,1934
2020-11-18 16:00:00,1.0,0.15592337021375224,1935
2020-11-18 20:00:00,1.0,0.155786232956753,1936
2020-11-19 00:00:00,1.0,0.15631582949662678,1937
2020-11-19 04:00:00,1.0,0.15698997177142926,1938
2020-11-19 08:00:00,1.0,0.1613903240340289,1939
2020-11-19 12:00:00,1.0,0.18620488842947056,1940
2020-11-19 16:00:00,1.0,0.19666590893136385,1941
2020-11-19 20:00:00,1.0,0.19804514284483735,1942
2020-11-20 00:00:00,1.0,0.19873853026599733,1943
2020-11-20 04:00:00,1.0,0.19869895765914808,1944
2020-11-20 08:00:00,1.0,0.19802664766763614,1945
2020-11-20 12:00:00,1.0,0.20108140437653643,1946
2020-11-20 16:00:00,1.0,0.20578562119549984,1947
2020-11-20 20:00:00,1.0,0.20805391906092718,1948
2020-11-21 00:00:00,1.0,0.20869066754329219,1949
2020-11-21 04:00:00,1.0,0.20429389164707915,1950
2020-11-21 08:00:00,1.0,0.21194499178394466,1951
2020-11-21 12:00:00,1.0,0.20709367300461518,1952
2020-11-21 16:00:00,0.8534662085614246,0.2929231380131523,1953
2020-11-21 20:00:00,0.8321041541629726,0.3004431581662745,1954
2020-11-22 00:00:00,0.7404406527301763,0.3376367830131855,1955
2020-11-22 04:00:00,0.7143257345602411,0.34998039116413326,1956
2020-11-22 08:00:00,0.701362031280304,0.35644929273350673,1957
2020-11-22 12:00:00,0.6589935297695999,0.379366395429415,1958
2020-11-22 16:00:00,0.6477442862219699,0.3859547746197018,1959
2020-11-22 20:00:00,0.5779515241636926,0.432562229785197,1960
2020-11-23 00:00:00,0.5646491004709381,0.44275285268583764,1961
2020-11-23 04:00:00,0.5625929143133752,0.44437104279053385,1962
2020-11-23 08:00:00,0.5623781262019885,0.44454076065932885,1963
2020-11-23 12:00:00,0.5637427069856082,0.44346471697483486,1964
2020-11-23 16:00:00,0.5658425074703972,0.44181905159021495,1965
2020-11-23 20:00:00,0.5662822262192225,0.44147597862839955,1966
2020-11-24 00:00:00,0.5485360718584303,0.45575854137177246,1967
2020-11-24 04:00:00,0.5382027861160426,0.46450892943927863,1968
2020-11-24 08:00:00,0.5388721593875285,0.46393192827802626,1969
2020-11-24 12:00:00,0.5332968021989339,0.4687821096417213,1970
2020-11-24 16:00:00,0.5356174742729277,0.4667510154319773,1971
2020-11-24 20:00:00,0.5369636799757695,0.46558083781622106,1972
2020-11-25 00:00:00,0.532583649339648,0.4694098294417708,1973
2020-11-25 04:00:00,0.5083376690745469,0.4917990839733301,1974
2020-11-25 08:00:00,0.5121346816222629,0.4881528413738506,1975
2020-11-25 12:00:00,0.5108457899013044,0.48938447755104353,1976
2020-11-25 16:00:00,0.5163669430503222,0.4841518291685772,1977
2020-11-25 20:00:00,0.5023400977447846,0.49767080335086694,1978
2020-11-26 00:00:00,0.4849547357627582,0.5155120293995871,1979
2020-11-26 04:00:00,0.4389969825561732,0.5694799962958982,1980
2020-11-26 08:00:00,0.4364875361657629,0.5727540405759917,1981
2020-11-26 12:00:00,0.4402674407582917,0.5678366757473915,1982
2020-11-26 16:00:00,0.43828748344458046,0.5704018696477592,1983
2020-11-26 20:00:00,0.4324009905464142,0.5781670381561368,1984
2020-11-27 00:00:00,0.4189941250267089,0.5966670773344702,1985
2020-11-27 04:00:00,0.41898998767299017,0.5966729691763373,1986
2020-11-27 08:00:00,0.41873040211963225,0.5970428675216528,1987
2020-11-27 12:00:00,0.4154458101698199,0.6017631996283911,1988
2020-11-27 16:00:00,0.4149295556081289,0.6025119122536237,1989
2020-11-27 20:00:00,0.4133357596072855,0.6048351592843734,1990
2020-11-28 00:00:00,0.4116354021485735,0.6073335740684576,1991
2020-11-28 04:00:00,0.41134140888145415,0.6077676465391996,1992
2020-11-28 08:00:00,0.41335324058499934,0.6048095804116276,1993
2020-11-28 12:00:00,0.4116516114292745,0.6073096595735112,1994
2020-11-28 16:00:00,0.429351882828912,0.582272979339932,1995
2020-11-28 20:00:00,0.431668554191029,0.5791480467427468,1996
2020-11-29 00:00:00,0.4488248080157503,0.557010208738789,1997
2020-11-29 04:00:00,0.4543199189708157,0.5502730335186103,1998
2020-11-29 08:00:00,0.456976539218473,0.5470740367274721,1999
2020-11-29 12:00:00,0.4703692853729056,0.5314972889902913,2000
2020-11-29 16:00:00,0.47530249437071864,0.5259808289686969,2001
2020-11-29 20:00:00,0.5158255899196121,0.4846599410451133,2002
2020-11-30 00:00:00,0.5200998268135668,0.4806769529835166,2003
2020-11-30 04:00:00,0.5199117735263171,0.4808508149457119,2004
2020-11-30 08:00:00,0.5209807546437526,0.4798641749654464,2005
2020-11-30 12:00:00,0.5224563755528823,0.47850885106998825,2006
2020-11-30 16:00:00,0.5161149723812724,0.48438819522429233,2007
2020-11-30 20:00:00,0.5171008526479625,0.48346468337811405,2008
2020-12-01 00:00:00,0.5350302591658151,0.4672632915936081,2009
2020-12-01 04:00:00,0.5520635043991358,0.45284645336608376,2010
2020-12-01 08:00:00,0.5530700092645404,0.45202234041300515,2011
2020-12-01 12:00:00,0.5554316333568324,0.4501003993760463,2012
2020-12-01 16:00:00,0.5607750070366023,0.4458115944237904,2013
2020-12-01 20:00:00,0.5597221271572584,0.4466501999299386,2014
2020-12-02 00:00:00,0.5595680723742873,0.44677316727387995,2015
2020-12-02 04:00:00,0.581023561399508,0.43027514994026494,2016
2020-12-02 08:00:00,0.575938756396087,0.4340739309928796,2017
2020-12-02 12:00:00,0.5844996390072033,0.42771626073993013,2018
2020-12-02 16:00:00,0.5826490137770601,0.4290747844561836,2019
2020-12-02 20:00:00,0.5935213498909905,0.4212148392739645,2020
2020-12-03 00:00:00,0.6142367849263408,0.4070091634612537,2021
2020-12-03 04:00:00,0.7374358958880637,0.33901251809682426,2022
2020-12-03 08:00:00,0.7560660070177031,0.3306589605663177,2023
2020-12-03 12:00:00,0.7562740099083578,0.33056801731199775,2024
2020-12-03 16:00:00,0.7738765649155351,0.3230489348482678,2025
2020-12-03 20:00:00,0.8111065188323356,0.30822092314077143,2026
2020-12-04 00:00:00,0.92598552235789,0.269982622798908,2027
2020-12-04 04:00:00,0.912990388809235,0.27382544555158106,2028
2020-12-04 08:00:00,0.9158420944929015,0.27297282086430424,2029
2020-12-04 12:00:00,0.9383771317303077,0.2664174046302854,2030
2020-12-04 16:00:00,0.9540859293506904,0.2620309055077871,2031
2020-12-04 20:00:00,0.9795491640153782,0.25521945113525224,2032
2020-12-05 00:00:00,0.975777369545215,0.2562059828427038,2033
2020-12-05 04:00:00,0.977508924560556,0.2557521406900594,2034
2020-12-05 08:00:00,0.9741808699707746,0.256625856354067,2035
2020-12-05 12:00:00,0.9990918216137629,0.25022725098098847,2036
2020-12-05 16:00:00,1.0,0.2158089113279531,2037
2020-12-05 20:00:00,1.0,0.2147080937067694,2038
2020-12-06 00:00:00,1.0,0.21130731555705046,2039
2020-12-06 04:00:00,1.0,0.21122584587725055,2040
2020-12-06 08:00:00,1.0,0.2111810386062488,2041
2020-12-06 12:00:00,1.0,0.21098769575789178,2042
2020-12-06 16:00:00,1.0,0.21058392265186807,2043
2020-12-06 20:00:00,1.0,0.20883852452795218,2044
2020-12-07 00:00:00,1.0,0.20054538959092505,2045
2020-12-07 04:00:00,1.0,0.19077335961434144,2046
2020-12-07 08:00:00,1.0,0.1901687881736056,2047
2020-12-07 12:00:00,1.0,0.18930640887762912,2048
2020-12-07 16:00:00,1.0,0.17132569501100597,2049
2020-12-07 20:00:00,1.0,0.1710273006957204,2050
2020-12-08 00:00:00,1.0,0.16297947444768143,2051
2020-12-08 04:00:00,1.0,0.16111715671882962,2052
2020-12-08 08:00:00,1.0,0.1603468817100669,2053
2020-12-08 12:00:00,1.0,0.16003845319515048,2054
2020-12-08 16:00:00,1.0,0.15917660280876705,2055
2020-12-08 20:00:00,1.0,0.1474188833255654,2056
2020-12-09 00:00:00,1.0,0.1430859469439813,2057
2020-12-09 04:00:00,1.0,0.142330500139999,2058
2020-12-09 08:00:00,1.0,0.1132312014158113,2059
2020-12-09 12:00:00,1.0,0.1285404347531164,2060
2020-12-09 16:00:00,1.0,0.1177082097937376,2061
2020-12-09 20:00:00,1.0,0.1149478161321114,2062
2020-12-10 00:00:00,1.0,0.15720340531263421,2063
2020-12-10 04:00:00,1.0,0.16301226952612732,2064
2020-12-10 08:00:00,1.0,0.16376493044647672,2065
2020-12-10 12:00:00,1.0,0.17594927126486062,2066
2020-12-10 16:00:00,1.0,0.17495882013063083,2067
2020-12-10 20:00:00,1.0,0.17780080660799222,2068
2020-12-11 00:00:00,1.0,0.18015223229653732,2069
2020-12-11 04:00:00,1.0,0.20802222873985404,2070
2020-12-11 08:00:00,1.0,0.2123351075120079,2071
2020-12-11 12:00:00,1.0,0.22482392886390898,2072
2020-12-11 16:00:00,0.864939824373009,0.2890374485661172,2073
2020-12-11 20:00:00,0.8575179923405697,0.2915390723378672,2074
2020-12-12 00:00:00,0.8566430682041105,0.2918368329578697,2075
2020-12-12 04:00:00,0.7862578199685135,0.31796186142862337,2076
2020-12-12 08:00:00,0.7881407489492789,0.3172022260405785,2077
2020-12-12 12:00:00,0.7889368163952537,0.31688215685291476,2078
2020-12-12 16:00:00,0.779422080852155,0.3207504715887326,2079
2020-12-12 20:00:00,0.7627000701024137,0.32778284649486206,2080
2020-12-13 00:00:00,0.7621499839105537,0.32801942567427794,2081
2020-12-13 04:00:00,0.7538868207855478,0.3316147637910698,2082
2020-12-13 08:00:00,0.7266051190959072,0.3440658391053829,2083
2020-12-13 12:00:00,0.7211909049724118,0.3466488529962305,2084
2020-12-13 16:00:00,0.7211977196659373,0.3466455774649445,2085
2020-12-13 20:00:00,0.7208293605678652,0.3468227207102822,2086
2020-12-14 00:00:00,0.72045403874022,0.34700339863060237,2087
2020-12-14 04:00:00,0.7202472023799453,0.34710304902804723,2088
2020-12-14 08:00:00,0.7172298382843018,0.34856330098874505,2089
2020-12-14 12:00:00,0.7142703951123305,0.35000750655595,2090
2020-12-14 16:00:00,0.7114092593899755,0.3514151618076659,2091
2020-12-14 20:00:00,0.7106100794791816,0.3518103770540791,2092
2020-12-15 00:00:00,0.7098564291427406,0.35218389203280576,2093
2020-12-15 04:00:00,0.7091474179367376,0.35253600827790404,2094
2020-12-15 08:00:00,0.7047155698662197,0.35475305313242755,2095
2020-12-15 12:00:00,0.7041875269892719,0.3550190686689182,2096
2020-12-15 16:00:00,0.703428199755043,0.35540229988939637,2097
2020-12-15 20:00:00,0.7026197974260385,0.3558112095842508,2098
2020-12-16 00:00:00,0.6994885911406308,0.3574039707957696,2099
2020-12-16 04:00:00,0.6920447666813981,0.3612483065204572,2100
2020-12-16 08:00:00,0.6907954489656944,0.3619016314805155,2101
2020-12-16 12:00:00,0.6984973238605436,0.3579111779817112,2102
2020-12-16 16:00:00,0.6516726059165758,0.38362821719101675,2103
2020-12-16 20:00:00,0.6507977039347442,0.38414394901594123,2104
2020-12-17 00:00:00,0.6552820925504236,0.3815150800580784,2105
2020-12-17 04:00:00,0.6583689919897512,0.37972626755163424,2106
2020-12-17 08:00:00,0.6542849166807769,0.3820965356625729,2107
2020-12-17 12:00:00,0.6524609952079319,0.3831646670623243,2108
2020-12-17 16:00:00,0.6403467883542867,0.39041345181492765,2109
2020-12-17 20:00:00,0.6214193597424651,0.4023048141010726,2110
2020-12-18 00:00:00,0.6188539163966529,0.40397255858968034,2111
2020-12-18 04:00:00,0.6433814126883205,0.38857199643893026,2112
2020-12-18 08:00:00,0.6504071289005269,0.38437463073722694,2113
2020-12-18 12:00:00,0.6715037358476605,0.3722987478013314,2114
2020-12-18 16:00:00,0.7177073569259235,0.348331388256625,2115
2020-12-18 20:00:00,0.7233416607851834,0.34561814085010173,2116
2020-12-19 00:00:00,0.7247898283032743,0.34492757795076606,2117
2020-12-19 04:00:00,0.7690532352653682,0.3250750254158094,2118
2020-12-19 08:00:00,0.7652136235543222,0.32670615407862325,2119
2020-12-19 12:00:00,0.7671185235418531,0.3258948810748673,2120
2020-12-19 16:00:00,0.7283512494394447,0.34324098461066077,2121
2020-12-19 20:00:00,0.7372766512338068,0.33908574153492277,2122
2020-12-20 00:00:00,0.7368164766616608,0.3392975156211085,2123
2020-12-20 04:00:00,0.7330809601205972,0.3410264535568802,2124
2020-12-20 08:00:00,0.7448771980109664,0.33562579263745884,2125
2020-12-20 12:00:00,0.7476914971022541,0.33436250240760734,2126
2020-12-20 16:00:00,0.747637838493119,0.3343864998912851,2127
2020-12-20 20:00:00,0.7419935006985174,0.33693017494715033,2128
2020-12-21 00:00:00,0.7234206455583672,0.34558040544590657,2129
2020-12-21 04:00:00,0.7176661314004747,0.34835139776227514,2130
2020-12-21 08:00:00,0.7211280374340344,0.3466790736490659,2131
2020-12-21 12:00:00,0.5968984364001544,0.41883172203922925,2132
2020-12-21 16:00:00,0.5971828293159024,0.4186322642370433,2133
2020-12-21 20:00:00,0.594326751814378,0.42064402996633204,2134
2020-12-22 00:00:00,0.5942206825611609,0.42071911553544494,2135
2020-12-22 04:00:00,0.5927357929214782,0.42177307830154676,2136
2020-12-22 08:00:00,0.5869644664557054,0.4259201609078425,2137
2020-12-22 12:00:00,0.575407483786237,0.43447471060851656,2138
2020-12-22 16:00:00,0.5725782677678378,0.4366215311919016,2139
2020-12-22 20:00:00,0.5719552012055713,0.4370971703256622,2140
2020-12-23 00:00:00,0.5741725993521387,0.4354091440136376,2141
2020-12-23 04:00:00,0.5753316193037298,0.4345320013917394,2142
2020-12-23 08:00:00,0.5578005923415084,0.44818883922399955,2143
2020-12-23 12:00:00,0.540146785476357,0.4628371522743106,2144
2020-12-23 16:00:00,0.5668394807967899,0.4410419677341144,2145
2020-12-23 20:00:00,0.5670046265090595,0.4409135098935662,2146
2020-12-24 00:00:00,0.5352649823190868,0.46705838838335934,2147
2020-12-24 04:00:00,0.5353310197895998,0.46700077290170305,2148
2020-12-24 08:00:00,0.5377495966372982,0.46490039520870197,2149
2020-12-24 12:00:00,0.5452118824885485,0.458537328384898,2150
2020-12-24 16:00:00,0.5543723991728322,0.4509604020204107,2151
2020-12-24 20:00:00,0.5632480081842555,0.4438542105207364,2152
2020-12-25 00:00:00,0.5571626869156037,0.44870197856208704,2153
2020-12-25 04:00:00,0.5628393024269328,0.4441765152540227,2154
2020-12-25 08:00:00,0.5622766319210902,0.4446210029142469,2155
2020-12-25 12:00:00,0.5412177887650013,0.46192125460338646,2156
2020-12-25 16:00:00,0.5432025576441036,0.46023347364979716,2157
2020-12-25 20:00:00,0.5449529830905586,0.4587551729365536,2158
2020-12-26 00:00:00,0.5531655731056081,0.4519442498860482,2159
2020-12-26 04:00:00,0.5531616693121129,0.4519474393641353,2160
2020-12-26 08:00:00,0.5525418188202827,0.4524544414281046,2161
2020-12-26 12:00:00,0.554117104676708,0.45116816985077374,2162
2020-12-26 16:00:00,0.5867500906790613,0.4260757756520641,2163
2020-12-26 20:00:00,0.5829981730006067,0.42881781037715155,2164
2020-12-27 00:00:00,0.5829350149152859,0.42886427063629184,2165
2020-12-27 04:00:00,0.5830200627400537,0.4288017102277069,2166
2020-12-27 08:00:00,0.5900119444615538,0.42372023540667564,2167
2020-12-27 12:00:00,0.5799360835392919,0.43108198833615424,2168
2020-12-27 16:00:00,0.5603569991193773,0.44614415523119133,2169
2020-12-27 20:00:00,0.5608716817144463,0.44573475208413393,2170
2020-12-28 00:00:00,0.5607397857091249,0.445839596853011,2171
2020-12-28 04:00:00,0.5639406732550577,0.4433090426994802,2172
2020-12-28 08:00:00,0.5623104470731188,0.44459426514530287,2173
2020-12-28 12:00:00,0.6483737499535205,0.3855800763339379,2174
2020-12-28 16:00:00,0.6503942661091131,0.3843822324812114,2175
2020-12-28 20:00:00,0.6519028979080368,0.3834926962316821,2176
2020-12-29 00:00:00,0.6514599944401217,0.3837534186805365,2177
2020-12-29 04:00:00,0.64986095719411,0.3846976760681537,2178
2020-12-29 08:00:00,0.6588630377783848,0.37944153134310443,2179
2020-12-29 12:00:00,0.6783579137003617,0.3685370140908061,2180
2020-12-29 16:00:00,0.6870983585025481,0.3638489262946957,2181
2020-12-29 20:00:00,0.6854786439413807,0.36470866336921065,2182
2020-12-30 00:00:00,0.6842591778565452,0.36535863615761754,2183
2020-12-30 04:00:00,0.6869724147964545,0.3639156312762185,2184
2020-12-30 08:00:00,0.71526186384,0.3495223394937264,2185
2020-12-30 12:00:00,0.7528415756107065,0.33207517769883993,2186
2020-12-30 16:00:00,0.7508122692690617,0.3329727153278708,2187
2020-12-30 20:00:00,0.7474537752262247,0.33446884380821396,2188
2020-12-31 00:00:00,0.9249074686520892,0.2702973091614631,2189
2020-12-31 04:00:00,0.9074160044466509,0.2755075938433022,2190
2020-12-31 08:00:00,0.9044035971692245,0.2764252605612117,2191
2020-12-31 12:00:00,0.9111717888715956,0.2743719714035512,2192
2020-12-31 16:00:00,0.8998186190723351,0.2778337708300998,2193
2020-12-31 20:00:00,0.898347778502311,0.2782886605639409,2194
2021-01-01 00:00:00,0.9251351383211649,0.27023079077254913,2195
2021-01-01 04:00:00,0.9230985186776315,0.27082699727233134,2196
2021-01-01 08:00:00,0.925562159651909,0.2701061159350135,2197
2021-01-01 12:00:00,1.0,0.2432893738621598,2198
2021-01-01 16:00:00,1.0,0.22913551645894653,2199
2021-01-01 20:00:00,1.0,0.23549408888093712,2200
2021-01-02 00:00:00,1.0,0.2334632169757807,2201
2021-01-02 04:00:00,1.0,0.23348901424678517,2202
2021-01-02 08:00:00,1.0,0.23091863398170273,2203
2021-01-02 12:00:00,1.0,0.23094588234097088,2204
2021-01-02 16:00:00,1.0,0.24359025558615682,2205
2021-01-02 20:00:00,1.0,0.24290735280242734,2206
2021-01-03 00:00:00,1.0,0.24428261894348158,2207
2021-01-03 04:00:00,1.0,0.24212722819086158,2208
2021-01-03 08:00:00,1.0,0.24616198149978485,2209
2021-01-03 12:00:00,1.0,0.22739656277794257,2210
2021-01-03 16:00:00,1.0,0.20354455914238587,2211
2021-01-03 20:00:00,1.0,0.20418127670267922,2212
2021-01-04 00:00:00,1.0,0.22364361935344998,2213
2021-01-04 04:00:00,1.0,0.22868377094685458,2214
2021-01-04 08:00:00,1.0,0.23352425450092723,2215
2021-01-04 12:00:00,0.7805822926784804,0.32027372686376615,2216
2021-01-04 16:00:00,0.7567009375264715,0.3303815121694022,2217
2021-01-04 20:00:00,0.7575183959431055,0.3300249886192554,2218
2021-01-05 00:00:00,0.7450543035547017,0.33554601162255426,2219
2021-01-05 04:00:00,0.6967822261811603,0.35879216002705716,2220
2021-01-05 08:00:00,0.6965490390503821,0.35891227463443137,2221
2021-01-05 12:00:00,0.6672744479408607,0.3746584344290028,2222
2021-01-05 16:00:00,0.6649382812974257,0.37597474386976293,2223
2021-01-05 20:00:00,0.6526376345036513,0.38306096183088156,2224
2021-01-06 00:00:00,0.649345358141841,0.3850031371832657,2225
2021-01-06 04:00:00,0.6509097962857867,0.3840777960733528,2226
2021-01-06 08:00:00,0.6415774428169888,0.3896645725297312,2227
2021-01-06 12:00:00,0.6342475729410674,0.3941678465409427,2228
2021-01-06 16:00:00,0.6346581286684365,0.39391286222792105,2229
2021-01-06 20:00:00,0.6326783371657377,0.3951455033531668,2230
2021-01-07 00:00:00,0.5872005102988255,0.4257489488092839,2231
2021-01-07 04:00:00,0.5933872068529907,0.4213100604677116,2232
2021-01-07 08:00:00,0.5891043320944443,0.4243730463009401,2233
2021-01-07 12:00:00,0.5903467873616006,0.42347990257948065,2234
2021-01-07 16:00:00,0.5936421443207996,0.42112913038886596,2235
2021-01-07 20:00:00,0.5893069255797702,0.4242271542185691,2236
2021-01-08 00:00:00,0.5872014307830307,0.4257482814144817,2237
2021-01-08 04:00:00,0.5513114985560662,0.4534641498586048,2238
2021-01-08 08:00:00,0.52957450513277,0.4720771063881225,2239
2021-01-08 12:00:00,0.5241977512848165,0.4769192530628876,2240
2021-01-08 16:00:00,0.5165439433883503,0.4839859283995978,2241
2021-01-08 20:00:00,0.5172378015738059,0.4833366765524907,2242
2021-01-09 00:00:00,0.5144974731539109,0.48591103561205046,2243
2021-01-09 04:00:00,0.5148772840677424,0.485552592308787,2244
2021-01-09 08:00:00,0.5099086219058148,0.49028392394231274,2245
2021-01-09 12:00:00,0.5085245037408366,0.4916183943171586,2246
2021-01-09 16:00:00,0.5128284531138971,0.48749245187547346,2247
2021-01-09 20:00:00,0.5128012542616915,0.4875183083550349,2248
2021-01-10 00:00:00,0.5144881447408454,0.4859198458808577,2249
2021-01-10 04:00:00,0.5145027118455653,0.4859060880422352,2250
2021-01-10 08:00:00,0.5116218847129308,0.4886421153392883,2251
2021-01-10 12:00:00,0.4775969524302018,0.5234539264287624,2252
2021-01-10 16:00:00,0.4778664052741669,0.5231587683100828,2253
2021-01-10 20:00:00,0.46956673382978653,0.5324056880286213,2254
2021-01-11 00:00:00,0.47962434429546674,0.5212412651139129,2255
2021-01-11 04:00:00,0.4491807305448732,0.5565688441192492,2256
2021-01-11 08:00:00,0.4507720442645517,0.554604046947682,2257
2021-01-11 12:00:00,0.4928617655833089,0.5072416191670325,2258
2021-01-11 16:00:00,0.4785239767661138,0.5224398611946491,2259
2021-01-11 20:00:00,0.47822336880032557,0.5227682633476313,2260
2021-01-12 00:00:00,0.4460205113004779,0.5605123389304812,2261
2021-01-12 04:00:00,0.4601046033747865,0.543354702748666,2262
2021-01-12 08:00:00,0.455573312934196,0.5487590973883726,2263
2021-01-12 12:00:00,0.4577547974913642,0.5461439210906717,2264
2021-01-12 16:00:00,0.4548683481772262,0.5496095760494524,2265
2021-01-12 20:00:00,0.45847705282033835,0.5452835610029245,2266
2021-01-13 00:00:00,0.4585218279077759,0.5452303135507071,2267
2021-01-13 04:00:00,0.458774712248665,0.5449297734276493,2268
2021-01-13 08:00:00,0.4616710607913124,0.5415110914067162,2269
2021-01-13 12:00:00,0.46691386579540767,0.5354306614435499,2270
2021-01-13 16:00:00,0.4667679889288156,0.5355979971414154,2271
2021-01-13 20:00:00,0.46649249830428025,0.5359142985337609,2272
2021-01-14 00:00:00,0.4887138042011302,0.511546835491294,2273
2021-01-14 04:00:00,0.488550064761264,0.5117182823876312,2274
2021-01-14 08:00:00,0.48764264346863917,0.51267050441227,2275
2021-01-14 12:00:00,0.48761711181453843,0.512697347863144,2276
2021-01-14 16:00:00,0.48946541730695703,0.5107613146103399,2277
2021-01-14 20:00:00,0.4906346851697807,0.5095440814859823,2278
2021-01-15 00:00:00,0.49106116179866893,0.5091015528173616,2279
2021-01-15 04:00:00,0.5129885802715783,0.4873402832235543,2280
2021-01-15 08:00:00,0.5377416148826818,0.4649072957735326,2281
2021-01-15 12:00:00,0.5463505329489503,0.45758168963543305,2282
2021-01-15 16:00:00,0.5508505430753102,0.45384361174319643,2283
2021-01-15 20:00:00,0.5545187984283519,0.4508413433567337,2284
2021-01-16 00:00:00,0.5598462215939881,0.44655119630566176,2285
2021-01-16 04:00:00,0.559973421626877,0.44644976055056534,2286
2021-01-16 08:00:00,0.5645931269147303,0.4427967470417987,2287
2021-01-16 12:00:00,0.5683400983410591,0.43987746198047734,2288
2021-01-16 16:00:00,0.5687774239305324,0.43953924590110616,2289
2021-01-16 20:00:00,0.5703788260194029,0.4383051905077129,2290
2021-01-17 00:00:00,0.5704421268384583,0.4382565526595421,2291
2021-01-17 04:00:00,0.5710978793402808,0.43775333273657796,2292
2021-01-17 08:00:00,0.5809705210199131,0.43031443241064393,2293
2021-01-17 12:00:00,0.6337002949581382,0.39450825885526036,2294
2021-01-17 16:00:00,0.6379905958513532,0.3918553057453656,2295
2021-01-17 20:00:00,0.6563905170367549,0.3808708284339841,2296
2021-01-18 00:00:00,0.6568718612067481,0.3805917329762332,2297
2021-01-18 04:00:00,0.770567595565626,0.3244361707378708,2298
2021-01-18 08:00:00,0.7715702108934475,0.32401458282132223,2299
2021-01-18 12:00:00,0.7689453724621875,0.32512062488846516,2300
2021-01-18 16:00:00,0.8540027104935615,0.29273911771956235,2301
2021-01-18 20:00:00,0.8459159500925468,0.29553763582853465,2302
2021-01-19 00:00:00,1.0,0.2084889876701732,2303
2021-01-19 04:00:00,1.0,0.20503819530280348,2304
2021-01-19 08:00:00,1.0,0.19095528782979435,2305
2021-01-19 12:00:00,1.0,0.17519719186473653,2306
2021-01-19 16:00:00,1.0,0.1653250310525888,2307
2021-01-19 20:00:00,1.0,0.16968141323490318,2308
2021-01-20 00:00:00,1.0,0.1680409122446901,2309
2021-01-20 04:00:00,1.0,0.17672790846751632,2310
2021-01-20 08:00:00,1.0,0.1756658248396673,2311
2021-01-20 12:00:00,1.0,0.1867275266283367,2312
2021-01-20 16:00:00,1.0,0.18649072273654763,2313
2021-01-20 20:00:00,1.0,0.1913747681194881,2314
2021-01-21 00:00:00,1.0,0.1856338890053804,2315
2021-01-21 04:00:00,1.0,0.18421303725578544,2316
2021-01-21 08:00:00,1.0,0.1780813526979531,2317
2021-01-21 12:00:00,1.0,0.18236810962710315,2318
2021-01-21 16:00:00,1.0,0.175425339046409,2319
2021-01-21 20:00:00,1.0,0.17936097973164356,2320
2021-01-22 00:00:00,0.9987528549189613,0.2503121755985218,2321
2021-01-22 04:00:00,0.9266302651775096,0.26979477078930597,2322
2021-01-22 08:00:00,0.9249652057322921,0.2702804369836547,2323
2021-01-22 12:00:00,0.8496251629976174,0.2942474056652923,2324
2021-01-22 16:00:00,0.8307395324140444,0.30093668381655736,2325
2021-01-22 20:00:00,0.8249668518623717,0.3030424791440071,2326
2021-01-23 00:00:00,0.8184441933895167,0.30545760116477383,2327
2021-01-23 04:00:00,0.8168386934474111,0.30605797938500234,2328
2021-01-23 08:00:00,0.8044777662739051,0.3107606082861973,2329
2021-01-23 12:00:00,0.7584267748752535,0.329629712823786,2330
2021-01-23 16:00:00,0.7540110573215536,0.3315601244470685,2331
2021-01-23 20:00:00,0.7508799383697623,0.33294270791516384,2332
2021-01-24 00:00:00,0.7500497439920601,0.33331122635866994,2333
2021-01-24 04:00:00,0.7471026347434092,0.3346260451696332,2334
2021-01-24 08:00:00,0.7474470779345085,0.3344718407232907,2335
2021-01-24 12:00:00,0.7477399410499163,0.3343408400104589,2336
2021-01-24 16:00:00,0.7383304702767641,0.338601764473146,2337
2021-01-24 20:00:00,0.7350239087852743,0.3401249905097081,2338
2021-01-25 00:00:00,0.7227994517431405,0.34587740679255785,2339
2021-01-25 04:00:00,0.7109109148552721,0.35166150185061545,2340
2021-01-25 08:00:00,0.711043427994151,0.3515959646870634,2341
2021-01-25 12:00:00,0.7131174470660689,0.3505733887574314,2342
2021-01-25 16:00:00,0.719509264778674,0.34745904220830526,2343
2021-01-25 20:00:00,0.7217439759522609,0.34638321666648175,2344
2021-01-26 00:00:00,0.7213283904251433,0.3465827815991724,2345
2021-01-26 04:00:00,0.7215127978361391,0.34649420044906376,2346
2021-01-26 08:00:00,0.7281384460542351,0.34334129910972844,2347
2021-01-26 12:00:00,0.7293892113002022,0.34275253338934425,2348
2021-01-26 16:00:00,0.731962835542652,0.3415473953874429,2349
2021-01-26 20:00:00,0.7376188862777915,0.33892841499973275,2350
2021-01-27 00:00:00,0.7409807647012984,0.33739067450796667,2351
2021-01-27 04:00:00,0.7506413324111766,0.3330485402355359,2352
2021-01-27 08:00:00,0.7539477977302796,0.33158794382397816,2353
2021-01-27 12:00:00,0.7693625951468972,0.3249443130937066,2354
2021-01-27 16:00:00,0.7695663190318105,0.3248582920241681,2355
2021-01-27 20:00:00,0.7772916135156557,0.32162961191522577,2356
2021-01-28 00:00:00,0.7794729587890269,0.32072953549074346,2357
