datetime,open,high,low,close,volume
2020-08-13 04:00:00,830.0,870.45,814.83,822.13,7547.253
2020-08-13 08:00:00,822.22,822.4,702.53,753.31,31263.007
2020-08-13 12:00:00,753.35,820.23,748.2,790.59,28936.17
2020-08-13 16:00:00,790.58,791.44,759.37,786.91,13831.203
2020-08-13 20:00:00,786.93,795.0,762.9,790.43,12029.213
2020-08-14 00:00:00,790.8,817.2,730.0,738.15,16007.512
2020-08-14 04:00:00,738.04,750.71,722.07,740.73,13597.64
2020-08-14 08:00:00,740.92,753.45,734.83,743.8,11905.188
2020-08-14 12:00:00,743.75,749.26,718.51,725.24,11710.704
2020-08-14 16:00:00,725.36,736.16,715.86,732.32,11240.265
2020-08-14 20:00:00,732.34,738.0,720.79,729.98,11681.511
2020-08-15 00:00:00,729.96,735.46,720.0,723.37,11747.783
2020-08-15 04:00:00,723.1,725.34,681.16,692.28,13085.059
2020-08-15 08:00:00,692.25,699.73,682.0,686.63,11567.442
2020-08-15 12:00:00,686.63,714.5,685.02,713.27,13027.903
2020-08-15 16:00:00,713.28,716.25,701.45,703.61,11954.085
2020-08-15 20:00:00,703.43,708.95,686.8,695.72,11375.925
2020-08-16 00:00:00,695.8,709.0,692.6,705.42,11050.812
2020-08-16 04:00:00,705.49,708.65,700.45,704.56,11365.885
2020-08-16 08:00:00,704.38,709.56,688.24,691.61,11990.498
2020-08-16 12:00:00,691.54,698.01,684.84,695.89,9849.63
2020-08-16 16:00:00,695.74,701.63,692.0,692.1,11670.158
2020-08-16 20:00:00,692.13,697.48,686.0,696.92,10513.872
2020-08-17 00:00:00,696.83,698.98,689.59,694.23,10677.204
2020-08-17 04:00:00,694.52,764.94,679.41,709.95,11501.837
2020-08-17 08:00:00,709.95,732.83,708.5,716.05,3134.407
2020-08-17 12:00:00,717.93,718.12,676.88,693.14,1745.223
2020-08-17 16:00:00,695.78,707.38,691.85,697.98,518.439
2020-08-17 20:00:00,698.16,701.44,686.02,686.98,598.213
2020-08-18 00:00:00,686.49,696.53,678.9,682.35,2437.931
2020-08-18 04:00:00,682.35,683.0,659.05,671.98,4349.032
2020-08-18 08:00:00,671.96,690.9,671.72,678.34,3753.972
2020-08-18 12:00:00,678.17,679.29,647.17,657.26,5359.628
2020-08-18 16:00:00,657.75,670.0,656.0,666.67,3303.448
2020-08-18 20:00:00,666.66,685.0,664.1,675.2,3488.909
2020-08-19 00:00:00,675.09,684.87,660.0,661.42,3569.857
2020-08-19 04:00:00,661.42,667.29,627.25,652.02,5087.986
2020-08-19 08:00:00,652.08,658.06,637.8,647.55,3664.403
2020-08-19 12:00:00,647.49,655.09,638.0,643.92,4096.138
2020-08-19 16:00:00,643.88,658.16,640.66,642.45,4865.666
2020-08-19 20:00:00,642.54,652.32,632.3,649.58,3596.449
2020-08-20 00:00:00,649.5,666.89,647.92,648.0,3650.246
2020-08-20 04:00:00,648.05,666.59,647.58,657.99,3247.367
2020-08-20 08:00:00,658.01,669.77,655.89,669.19,3265.775
2020-08-20 12:00:00,669.41,683.75,668.14,681.88,3647.058
2020-08-20 16:00:00,681.94,698.87,672.57,674.76,4714.549
2020-08-20 20:00:00,674.87,678.29,660.25,661.38,3391.191
2020-08-21 00:00:00,661.52,667.47,648.0,659.38,4326.814
2020-08-21 04:00:00,659.08,673.1,658.63,661.89,4016.985
2020-08-21 08:00:00,661.86,665.1,645.7,648.15,3823.116
2020-08-21 12:00:00,648.16,652.07,637.51,646.46,3589.897
2020-08-21 16:00:00,646.34,648.04,620.57,635.36,3850.128
2020-08-21 20:00:00,635.44,637.31,600.0,603.99,4577.325
2020-08-22 00:00:00,604.1,621.4,594.12,607.49,3391.452
2020-08-22 04:00:00,607.47,628.38,606.07,622.87,3830.483
2020-08-22 08:00:00,622.74,633.15,618.04,626.07,4783.554
2020-08-22 12:00:00,626.09,635.49,623.77,632.82,4568.241
2020-08-22 16:00:00,632.75,638.94,623.28,632.22,6402.239
2020-08-22 20:00:00,632.22,650.48,631.82,642.78,5280.627
2020-08-23 00:00:00,642.72,650.26,630.0,633.28,3952.909
2020-08-23 04:00:00,633.35,635.54,627.2,633.67,2988.768
2020-08-23 08:00:00,633.57,634.26,623.01,624.41,3016.561
2020-08-23 12:00:00,624.41,632.98,624.39,631.76,3240.705
2020-08-23 16:00:00,631.77,645.96,628.52,644.44,3375.57
2020-08-23 20:00:00,644.45,645.22,638.39,638.82,2837.638
2020-08-24 00:00:00,638.82,642.14,635.88,640.1,2958.098
2020-08-24 04:00:00,640.14,650.19,638.46,647.05,2568.229
2020-08-24 08:00:00,647.05,660.38,646.59,654.71,3594.835
2020-08-24 12:00:00,654.66,665.0,648.0,664.06,5599.023
2020-08-24 16:00:00,664.32,695.62,659.14,673.03,12231.41
2020-08-24 20:00:00,672.89,683.61,666.47,677.46,4288.695
2020-08-25 00:00:00,677.55,678.85,663.45,667.93,4276.854
2020-08-25 04:00:00,667.91,667.91,650.59,658.22,9359.66
2020-08-25 08:00:00,658.24,675.15,647.9,672.68,4121.222
2020-08-25 12:00:00,672.55,672.87,633.05,639.52,5574.143
2020-08-25 16:00:00,639.52,643.28,611.39,629.18,5331.73
2020-08-25 20:00:00,629.29,639.08,625.34,638.79,2601.078
2020-08-26 00:00:00,638.79,639.12,629.53,634.07,3483.31
2020-08-26 04:00:00,634.13,646.17,633.78,642.03,3703.405
2020-08-26 08:00:00,642.08,651.05,640.0,645.58,4345.067
2020-08-26 12:00:00,645.57,648.55,632.2,637.25,6863.068
2020-08-26 16:00:00,637.2,656.65,633.82,640.74,7643.201
2020-08-26 20:00:00,641.12,646.19,638.21,641.51,4697.411
2020-08-27 00:00:00,641.91,647.79,636.73,638.8,5139.263
2020-08-27 04:00:00,638.82,643.36,635.78,641.01,3585.588
2020-08-27 08:00:00,640.89,642.84,627.81,630.47,4045.522
2020-08-27 12:00:00,630.79,645.26,624.28,624.97,6094.256
2020-08-27 16:00:00,624.98,625.93,612.0,618.7,5620.784
2020-08-27 20:00:00,618.65,620.97,612.43,617.82,4606.087
2020-08-28 00:00:00,617.9,621.56,611.1,621.17,4522.703
2020-08-28 04:00:00,621.17,627.26,618.69,621.39,3595.079
2020-08-28 08:00:00,621.47,630.85,616.96,620.5,4608.518
2020-08-28 12:00:00,620.55,629.94,619.16,623.57,4298.695
2020-08-28 16:00:00,623.7,636.5,620.47,636.19,3902.908
2020-08-28 20:00:00,636.3,637.75,628.42,637.37,4130.853
2020-08-29 00:00:00,637.55,646.0,632.45,633.74,4288.168
2020-08-29 04:00:00,633.75,638.38,632.7,637.65,3091.369
2020-08-29 08:00:00,637.65,644.0,634.07,635.93,3739.994
2020-08-29 12:00:00,635.89,637.29,630.7,633.27,3783.613
2020-08-29 16:00:00,633.27,645.47,632.5,638.49,3597.899
2020-08-29 20:00:00,638.39,644.03,630.23,631.04,3795.751
2020-08-30 00:00:00,631.23,654.5,630.49,650.56,5091.287
2020-08-30 04:00:00,650.61,676.05,650.14,664.25,5668.608
2020-08-30 08:00:00,664.16,665.4,657.9,660.7,3319.303
2020-08-30 12:00:00,660.77,686.66,653.5,682.34,5180.109
2020-08-30 16:00:00,682.4,682.98,667.54,675.34,3826.156
2020-08-30 20:00:00,675.4,678.62,667.64,677.42,3550.927
2020-08-31 00:00:00,677.39,684.64,670.28,671.07,3518.19
2020-08-31 04:00:00,671.06,672.76,659.26,660.2,3456.103
2020-08-31 08:00:00,660.14,671.95,657.3,671.59,3579.067
2020-08-31 12:00:00,671.59,674.67,664.47,667.6,3364.37
2020-08-31 16:00:00,667.59,670.84,664.46,668.13,3083.327
2020-08-31 20:00:00,668.13,689.03,665.41,681.49,4484.728
2020-09-01 00:00:00,681.57,723.73,672.56,723.44,7194.767
2020-09-01 04:00:00,723.77,745.61,717.83,735.95,5884.567
2020-09-01 08:00:00,735.97,736.8,713.28,715.53,4623.897
2020-09-01 12:00:00,715.4,733.76,708.46,728.89,4401.761
2020-09-01 16:00:00,729.07,730.16,714.6,714.83,3634.439
2020-09-01 20:00:00,714.85,726.38,711.6,718.58,3494.846
2020-09-02 00:00:00,718.55,720.65,680.44,687.83,5036.423
2020-09-02 04:00:00,687.82,705.62,686.12,688.24,4280.754
2020-09-02 08:00:00,688.14,692.99,632.18,652.36,6533.863
2020-09-02 12:00:00,652.29,659.4,648.62,649.95,4293.457
2020-09-02 16:00:00,649.95,657.8,643.5,657.74,3080.491
2020-09-02 20:00:00,657.75,664.26,652.85,661.73,2754.251
2020-09-03 00:00:00,661.77,666.35,649.9,650.12,2884.912
2020-09-03 04:00:00,650.13,652.88,621.81,636.38,4580.175
2020-09-03 08:00:00,636.35,644.1,622.15,623.24,4026.083
2020-09-03 12:00:00,623.04,626.27,590.93,601.19,6167.458
2020-09-03 16:00:00,601.25,608.77,596.94,599.82,4351.042
2020-09-03 20:00:00,599.81,602.42,552.74,557.29,5873.276
2020-09-04 00:00:00,557.29,572.73,550.0,568.62,4629.672
2020-09-04 04:00:00,568.62,572.75,551.79,560.11,4277.05
2020-09-04 08:00:00,559.85,598.48,559.83,594.07,5190.005
2020-09-04 12:00:00,594.06,603.18,563.35,570.19,5974.643
2020-09-04 16:00:00,570.17,588.34,566.28,586.46,4170.74
2020-09-04 20:00:00,586.41,594.03,583.62,584.56,3709.463
2020-09-05 00:00:00,584.32,598.6,584.31,594.18,3518.131
2020-09-05 04:00:00,594.2,596.84,580.61,581.12,3640.949
2020-09-05 08:00:00,581.09,581.09,532.74,540.58,5079.889
2020-09-05 12:00:00,539.96,551.08,518.44,542.31,5809.322
2020-09-05 16:00:00,542.23,546.23,500.0,505.44,6012.851
2020-09-05 20:00:00,505.41,513.69,503.24,513.69,4246.437
2020-09-06 00:00:00,513.77,518.44,500.56,500.6,3707.235
2020-09-06 04:00:00,500.6,517.29,480.0,516.76,4864.297
2020-09-06 08:00:00,516.72,534.44,509.62,534.32,5022.154
2020-09-06 12:00:00,534.37,538.63,517.09,523.37,4121.614
2020-09-06 16:00:00,523.37,539.4,518.94,538.07,3751.243
2020-09-06 20:00:00,537.98,547.21,535.9,544.02,3791.488
2020-09-07 00:00:00,544.36,551.26,528.14,528.98,3419.699
2020-09-07 04:00:00,528.96,530.03,512.54,517.29,4107.508
2020-09-07 08:00:00,517.3,523.71,507.48,511.23,4428.302
2020-09-07 12:00:00,511.28,523.13,500.99,521.5,5995.192
2020-09-07 16:00:00,521.54,526.54,516.04,517.07,4054.854
2020-09-07 20:00:00,517.12,529.86,512.58,528.9,3641.397
2020-09-08 00:00:00,529.17,530.66,518.46,518.81,3164.829
2020-09-08 04:00:00,518.81,524.85,514.06,518.73,3828.495
2020-09-08 08:00:00,518.73,523.37,501.59,503.35,4542.949
2020-09-08 12:00:00,503.4,519.92,502.1,518.3,4356.426
2020-09-08 16:00:00,518.3,524.31,508.49,510.82,3979.811
2020-09-08 20:00:00,510.9,514.4,500.76,507.73,4794.628
2020-09-09 00:00:00,507.86,510.4,500.59,504.44,3570.815
2020-09-09 04:00:00,504.47,508.86,501.31,507.15,3643.725
2020-09-09 08:00:00,506.98,516.69,505.24,510.55,3839.703
2020-09-09 12:00:00,510.47,522.77,509.99,521.48,4402.059
2020-09-09 16:00:00,521.48,534.54,516.96,533.16,4264.9
2020-09-09 20:00:00,533.24,534.11,521.67,522.36,3534.943
2020-09-10 00:00:00,522.24,539.79,522.22,538.77,3783.022
2020-09-10 04:00:00,538.72,547.52,532.43,533.44,3740.448
2020-09-10 08:00:00,533.32,544.72,529.94,543.55,3566.358
2020-09-10 12:00:00,543.57,557.06,543.12,549.47,3937.884
2020-09-10 16:00:00,549.41,551.28,528.11,528.47,3989.478
2020-09-10 20:00:00,528.38,535.19,527.08,533.09,3625.299
2020-09-11 00:00:00,532.87,536.48,508.18,508.74,3657.891
2020-09-11 04:00:00,508.76,513.9,507.79,510.1,3478.738
2020-09-11 08:00:00,510.11,532.96,510.06,518.85,5854.54
2020-09-11 12:00:00,518.81,538.95,518.73,535.76,4271.61
2020-09-11 16:00:00,535.67,538.93,526.68,531.67,3942.585
2020-09-11 20:00:00,531.77,533.73,521.85,523.27,3923.241
2020-09-12 00:00:00,523.27,532.18,510.09,524.97,5392.555
2020-09-12 04:00:00,525.15,529.68,518.32,523.53,5571.574
2020-09-12 08:00:00,523.57,524.16,517.0,523.05,4195.725
2020-09-12 12:00:00,523.05,526.79,494.6,513.94,7959.987
2020-09-12 16:00:00,513.95,522.68,510.42,518.22,4979.517
2020-09-12 20:00:00,518.18,519.17,507.65,514.24,4271.661
2020-09-13 00:00:00,514.57,516.58,507.02,515.73,4418.967
2020-09-13 04:00:00,516.11,516.51,504.42,509.85,4893.012
2020-09-13 08:00:00,509.85,511.91,495.89,498.7,5940.893
2020-09-13 12:00:00,498.4,503.5,486.27,489.23,5087.391
2020-09-13 16:00:00,488.79,500.4,483.2,498.82,5174.18
2020-09-13 20:00:00,498.85,500.26,493.67,499.5,3810.541
2020-09-14 00:00:00,499.44,500.43,481.82,487.88,4125.229
2020-09-14 04:00:00,487.84,490.91,480.43,490.49,4054.687
2020-09-14 08:00:00,490.55,491.91,473.99,487.34,4957.439
2020-09-14 12:00:00,487.42,518.51,484.85,513.66,7868.092
2020-09-14 16:00:00,513.25,514.39,499.2,500.35,5747.998
2020-09-14 20:00:00,500.15,507.0,480.08,486.53,5720.574
2020-09-15 00:00:00,487.0,494.88,482.9,488.14,4551.988
2020-09-15 04:00:00,487.68,488.58,481.25,485.58,4223.102
2020-09-15 08:00:00,485.57,501.55,475.88,492.38,5664.223
2020-09-15 12:00:00,492.88,497.12,450.87,465.35,8566.719
2020-09-15 16:00:00,465.34,466.68,456.98,461.13,4088.965
2020-09-15 20:00:00,461.16,466.94,452.7,454.05,4404.104
2020-09-16 00:00:00,454.56,464.64,437.97,460.78,6116.444
2020-09-16 04:00:00,461.09,468.5,457.56,467.5,4330.848
2020-09-16 08:00:00,467.5,468.07,454.06,459.76,4438.079
2020-09-16 12:00:00,459.82,466.95,458.34,465.96,4424.467
2020-09-16 16:00:00,466.14,472.99,464.62,470.54,5482.957
2020-09-16 20:00:00,470.66,478.53,468.63,474.8,4273.614
2020-09-17 00:00:00,475.06,489.78,470.11,470.75,4968.778
